AgentType;TaskName;Distance;Collisions;Collisions_Medicine distribution;Collisions_Undergoing triage;Collisions_monitoring patients ;Collisions_Patient round ;Collisions_Supporting family member;Collisions_Writing report;Collisions_Monitoring patients;Collisions_Wheeling patient on a stretcher;Collisions_Bringing wheelchair;Collisions_Cleaner ;Collisions_Admitting patient in waiting area ;Duration;pos0x;pos0y;pos0z;pos1x;pos1y;pos1z;pos2x;pos2y;pos2z;pos3x;pos3y;pos3z;pos4x;pos4y;pos4z;pos5x;pos5y;pos5z;pos6x;pos6y;pos6z;pos7x;pos7y;pos7z;pos8x;pos8y;pos8z;pos9x;pos9y;pos9z;pos10x;pos10y;pos10z;pos11x;pos11y;pos11z;pos12x;pos12y;pos12z;pos13x;pos13y;pos13z;pos14x;pos14y;pos14z;pos15x;pos15y;pos15z;pos16x;pos16y;pos16z;pos17x;pos17y;pos17z;pos18x;pos18y;pos18z;pos19x;pos19y;pos19z
Nurse;Medicine distribution;13.76883;0;0;0;0;0;0;0;0;0;0;0;0;13.09632;-12.93002;0.5166667;-13.82303;-12.20386;0.5166667;-15.83333;-11.52339;0.5166667;-17.60857;-11.4942;0.5166667;-19.64213;-9.633243;0.5166667;-21.36526;-8.074827;0.5166667;-22.85989;-6.164943;0.5166667;-23.98205;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Patient;Undergoing triage;26.22363;0;0;0;0;0;0;0;0;0;0;0;0;24.11758;-20.585;0.5166667;-43.81;-18.4817;0.5166667;-43.74916;-16.96443;0.5166667;-42.25106;-16.84777;0.5166667;-39.70468;-16.78314;0.5166667;-37.47256;-16.75122;0.5166667;-35.24167;-16.58077;0.5166667;-33.05181;-15.61738;0.5166667;-31.01501;-17.1254;0.5166667;-29.47635;-18.77819;0.5166667;-28.02752;-20.35295;0.5166667;-26.58834;-21.93892;0.5166667;-25.15715;-22.20567;0.5166667;-27.04077;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients ;18.21147;4;0;0;23;2;0;0;2;0;0;0;0;24.11726;-13.09;0.5166667;-36.034;-13.74375;0.5166667;-34.12532;-13.86661;0.5166667;-32.52156;-11.24503;0.5166667;-32.78299;-9.031144;0.5166667;-33.03242;-6.85272;0.5166667;-33.50584;-5.5;0.5166667;-34.36667;-5.492074;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-6.884414;0.5166667;-33.413;-9.200849;0.5166667;-33.36174;-10.89581;0.5166667;-32.55682
Physician;monitoring patients ;16.56858;3;0;0;23;2;0;0;1;0;0;0;0;21.32885;-13.83953;0.5166667;-35.14181;-14.01531;0.5166667;-33.42294;-12.60078;0.5166667;-32.81939;-10.3742;0.5166667;-32.90667;-8.175399;0.5166667;-33.22369;-6.109375;0.5166667;-33.93658;-5.361461;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-6.521852;0.5166667;-33.59132;-8.756667;0.5166667;-33.86016;-10.3595;0.5166667;-32.45356;NaN;NaN;NaN
Physician;monitoring patients ;11.57994;1;0;0;24;0;0;1;0;0;0;0;0;21.10602;-13.0871;0.5166667;-36.04215;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-12.85761;0.5166667;-35.84781;-13.64714;0.5166667;-34.07698;-13.19648;0.5166667;-32.83363;-11.04026;0.5166667;-32.89562;-8.819689;0.5166667;-33.03883;-6.711066;0.5166667;-33.5517;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;NaN;NaN;NaN
Physician;monitoring patients ;16.20959;3;0;0;23;3;0;0;0;0;0;0;0;20.89532;-13.18752;0.5166667;-35.75953;-13.97268;0.5166667;-33.71947;-13.14835;0.5166667;-32.60056;-11.21984;0.5166667;-32.32096;-9.62384;0.5166667;-32.67846;-7.502625;0.5166667;-33.34667;-5.617957;0.5166667;-34.29629;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.924054;0.5166667;-34.09112;-7.888124;0.5166667;-32.96992;-9.69716;0.5166667;-32.89352;NaN;NaN;NaN
Physician;monitoring patients ;13.25817;1;0;0;21;0;0;1;0;0;0;0;0;20.12214;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-12.76577;0.5166667;-35.65015;-14.0441;0.5166667;-33.46843;-12.90643;0.5166667;-32.69247;-10.70071;0.5166667;-32.86304;-8.490915;0.5166667;-33.12251;-6.553035;0.5166667;-33.32865;-5.157;0.5166667;-33.98166;-5.853014;0.5166667;-34.19876;-5.756714;0.5166667;-34.36667;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients ;12.18346;1;0;0;20;0;0;1;0;0;0;0;0;18.83596;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.31982;0.5166667;-36.21814;-13.09;0.5166667;-36.034;-13.09132;0.5166667;-35.93195;-13.84203;0.5166667;-33.90968;-13.04495;0.5166667;-32.61814;-10.88543;0.5166667;-32.83212;-8.738872;0.5166667;-33.09119;-7.044048;0.5166667;-33.66459;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Resident physician;Patient round ;26.74039;8;0;0;5;5;0;0;3;0;0;0;0;24.11705;-12.81443;0.5166667;-35.9361;-13.09226;0.5166667;-34.54071;-13.99494;0.5166667;-34.0167;-13.00908;0.5166667;-32.86509;-11.05692;0.5166667;-32.57108;-9.433566;0.5166667;-30.92412;-8.185221;0.5166667;-29.0836;-6.710845;0.5166667;-27.35442;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.433214;0.5166667;-27.50151;-6.302845;0.5166667;-27.04362;-8.461935;0.5166667;-26.5414;-8.125269;0.5166667;-25.57802;-8.937401;0.5166667;-24.6222;-10.22663;0.5166667;-22.84002;-11.84229;0.5166667;-20.85659;-13.21732;0.5166667;-19.11879
Resident physician;Patient round ;28.65528;5;0;0;2;5;0;0;3;0;0;0;0;21.32856;-13.45913;0.5166667;-34.9951;-14.08517;0.5166667;-32.81464;-11.94128;0.5166667;-31.8049;-10.05637;0.5166667;-31.39539;-8.639392;0.5166667;-30.04436;-7.54785;0.5166667;-28.12176;-5.604366;0.5166667;-27.27639;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.402274;0.5166667;-27.20495;-7.516726;0.5166667;-26.76317;-8.787963;0.5166667;-25.06749;-10.07885;0.5166667;-23.32591;-11.36066;0.5166667;-21.58927;-12.69724;0.5166667;-19.92015;-14.25268;0.5166667;-17.85913;-15.64824;0.5166667;-16.15186;NaN;NaN;NaN
Visitor;Supporting family member;33.18375;0;0;0;0;0;3;0;0;0;0;0;0;24.11681;-27.625;0.5166667;-40.324;-25.61532;0.5166667;-39.83745;-23.41851;0.5166667;-39.40835;-20.81608;0.5166667;-38.89108;-18.62056;0.5166667;-38.47649;-16.43683;0.5166667;-38.05441;-16.49503;0.5166667;-35.97018;-16.7651;0.5166667;-33.70879;-15.9819;0.5166667;-31.71622;-16.22353;0.5166667;-29.86216;-17.53261;0.5166667;-28.13785;-18.88071;0.5166667;-26.44361;-20.42507;0.5166667;-24.49808;-20.14534;0.5166667;-23.06043;-18.17463;0.5166667;-21.89161;-17.95715;0.5166667;-23.31533;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667
Visitor;Supporting family member;33.38445;0;0;0;0;0;3;0;0;0;0;0;0;21.10567;-26.95017;0.5166667;-40.18612;-24.75715;0.5166667;-39.73803;-22.20116;0.5166667;-39.15465;-20.00456;0.5166667;-38.74266;-17.81519;0.5166667;-38.31593;-16.12505;0.5166667;-37.40166;-16.50273;0.5166667;-35.21524;-16.69976;0.5166667;-33.06301;-15.63602;0.5166667;-31.08278;-16.65409;0.5166667;-29.25626;-17.96378;0.5166667;-27.5603;-19.55223;0.5166667;-25.58606;-20.93897;0.5166667;-23.96104;-19.91734;0.5166667;-22.77311;-18.04701;0.5166667;-21.82446;-17.97884;0.5166667;-23.73452;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;NaN;NaN;NaN
Visitor;Supporting family member;30.68705;0;0;0;0;0;0;0;0;0;0;0;0;17.91904;-26.27363;0.5166667;-40.04788;-24.08768;0.5166667;-39.60124;-21.90872;0.5166667;-39.15602;-19.67296;0.5166667;-38.69658;-17.50092;0.5166667;-38.25496;-16.23333;0.5166667;-37.83334;-16.79478;0.5166667;-36.14982;-16.7376;0.5166667;-33.99054;-15.89562;0.5166667;-31.58627;-16.21372;0.5166667;-29.74747;-17.5591;0.5166667;-27.97046;-18.94042;0.5166667;-26.29675;-20.3216;0.5166667;-24.59782;-20.5869;0.5166667;-23.1192;-18.23504;0.5166667;-21.91901;-17.75416;0.5166667;-23.14589;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;27.83144;0;0;0;0;0;0;0;0;0;0;0;0;14.94341;-27.625;0.5166667;-40.324;-25.4506;0.5166667;-39.87972;-23.27899;0.5166667;-39.436;-21.07597;0.5166667;-38.96403;-18.95302;0.5166667;-38.54182;-16.77696;0.5166667;-38.10999;-16.49516;0.5166667;-36.18472;-16.72156;0.5166667;-34.04007;-16.15685;0.5166667;-32.01539;-15.97925;0.5166667;-30.08237;-17.22589;0.5166667;-28.38988;-18.54652;0.5166667;-26.70301;-20.20346;0.5166667;-24.75788;-21.06376;0.5166667;-23.16021;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;22.04785;0;0;0;0;0;0;0;0;0;0;0;0;11.8212;-27.34222;0.5166667;-40.26622;-25.22151;0.5166667;-39.83291;-23.02398;0.5166667;-39.33287;-20.53725;0.5166667;-38.84607;-18.37973;0.5166667;-38.42357;-16.20392;0.5166667;-37.99788;-16.34882;0.5166667;-35.99362;-16.75572;0.5166667;-33.86779;-16.05452;0.5166667;-31.8742;-16.2409;0.5166667;-29.6964;-17.5786;0.5166667;-27.94083;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;14.16253;0;0;0;0;0;0;0;0;0;0;0;0;9.092747;-25.82951;0.5166667;-39.95714;-23.62874;0.5166667;-39.5067;-21.4565;0.5166667;-39.06311;-19.28562;0.5166667;-38.67404;-17.17071;0.5166667;-38.19063;-16.12598;0.5166667;-37.91922;-16.76651;0.5166667;-36.04436;-16.7545;0.5166667;-33.78092;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Shift nurse;Writing report;29.37002;4;1;0;3;0;0;0;0;0;0;0;0;24.11661;-13.22;0.5166667;-13.119;-12.4063;0.5166667;-14.82561;-11.80611;0.5166667;-16.9685;-11.60536;0.5166667;-19.43674;-10.74081;0.5166667;-21.49746;-9.863468;0.5166667;-23.54182;-9.288246;0.5166667;-25.68075;-8.725405;0.5166667;-27.78371;-8.284489;0.5166667;-29.95589;-7.84732;0.5166667;-32.10989;-7.666667;0.5166667;-33.9;-7.666667;0.5166667;-32.77341;-7.651333;0.5166667;-33.1313;-7.700608;0.5166667;-33.45072;-7.669839;0.5166667;-32.67272;-7.695476;0.5166667;-33.80299;-7.666667;0.5166667;-32.76654;-7.667999;0.5166667;-33.31552;-7.253874;0.5166667;-33.49932;-5.5;0.5166667;-34.36667
Head of the ED;Monitoring patients;28.88626;9;0;0;3;6;0;0;0;0;0;0;0;24.11641;-12.96714;0.5166667;-35.99036;-13.38941;0.5166667;-34.18435;-14.10117;0.5166667;-33.1136;-11.75399;0.5166667;-32.14269;-9.684505;0.5166667;-31.30258;-8.833297;0.5166667;-29.37696;-8.268553;0.5166667;-27.22588;-7.687833;0.5166667;-25.06023;-6.243685;0.5166667;-24.03775;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-6.669048;0.5166667;-24.44259;-8.436443;0.5166667;-25.38652;-8.904449;0.5166667;-27.42236;-9.393109;0.5166667;-29.5382;-9.924011;0.5166667;-31.63721;-11.96125;0.5166667;-31.67422
Paramedic;Wheeling patient on a stretcher;28.22625;11;2;0;0;0;0;0;0;0;9;0;0;24.11621;-5.180229;0.5166667;-9.866667;-7.008882;0.5166667;-10.54977;-8.13416;0.5166667;-11.86953;-8.761022;0.5166667;-14.25714;-9.331454;0.5166667;-16.41802;-9.898846;0.5166667;-18.56675;-11.75007;0.5166667;-19.58408;-11.96179;0.5166667;-17.43989;-12.18761;0.5166667;-15.25527;-13.21292;0.5166667;-13.39682;-13.22;0.5166667;-13.119;-13.22;0.5166667;-13.119;-13.22;0.5166667;-13.119;-13.22;0.5166667;-13.119;-13.22;0.5166667;-13.119;-12.61802;0.5166667;-14.50558;-11.82617;0.5166667;-16.51995;-12.59552;0.5166667;-16.96986;-13.566;0.5166667;-18.68743;-14.44903;0.6684365;-20.70797
Porter;Bringing wheelchair;29.47147;10;1;0;0;0;0;0;0;9;0;0;0;24.11598;-5.04;0.5166667;-9.874;-6.74837;0.5166667;-10.82235;-8.275448;0.5166667;-12.22688;-8.876129;0.5166667;-14.66435;-9.442039;0.5166667;-16.82642;-10.16045;0.5166667;-18.85653;-11.92496;0.5166667;-19.07242;-12.03114;0.5166667;-16.86538;-12.20817;0.5166667;-14.69086;-13.22056;0.5166667;-13.09709;-13.22;0.5166667;-13.119;-13.22;0.5166667;-13.119;-14.90717;0.5166667;-12.24588;-16.89432;0.5166667;-11.47441;-18.56675;0.5166667;-12.80195;-20.07825;0.5213288;-14.35909;-21.55658;0.5166667;-15.89008;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Cleaning patient areas;Cleaner ;30.2444;0;0;0;0;0;0;0;0;0;0;0;0;24.11577;-25.2455;0.5166667;-8.941;-23.52262;0.5166667;-10.02319;-21.90884;0.5166667;-11.57061;-20.10554;0.5166667;-13.35995;-18.52787;0.5166667;-14.9429;-16.95095;0.5166667;-16.5112;-15.38252;0.5166667;-18.08793;-13.79882;0.5166667;-19.61784;-12.24777;0.5166667;-21.2012;-10.70973;0.5166667;-22.77131;-9.433653;0.5166667;-24.47957;-8.781483;0.5166667;-26.52442;-8.096837;0.5166667;-28.91486;-7.327371;0.5166667;-30.73912;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7
Triage nurse;Admitting patient in waiting area ;33.97821;0;0;0;0;0;0;0;0;0;0;0;0;24.11556;-4.39;0.5474989;-39.959;-6.298181;0.5222124;-40.3794;-8.451207;0.5166667;-40.94268;-10.98493;0.5166667;-40.97279;-13.21639;0.5166667;-41.06093;-15.2372;0.5166667;-41.942;-17.2024;0.5166667;-42.98317;-19.08847;0.5166667;-44.01161;-20.585;0.5166667;-43.81;-20.585;0.5166667;-43.81;-20.585;0.5166667;-43.81;-18.9645;0.5166667;-43.88498;-16.72597;0.5166667;-42.64884;-14.75079;0.5166667;-41.77455;-12.68059;0.5166667;-40.85368;-10.52284;0.5166667;-40.62761;-8.34483;0.5166667;-40.34899;-6.183866;0.5228058;-40.13589;-4.39;0.5474989;-39.959;-4.39;0.5474989;-39.959
