AgentType;TaskName;Distance;Collisions;Collisions_Medicine distribution;Collisions_Undergoing triage;Collisions_monitoring patients;Collisions_Patient round;Collisions_Supporting family member;Collisions_Writing report;Collisions_Monitoring patients;Collisions_Wheeling patient on a stretcher;Collisions_Bringing wheelchair;Collisions_Cleaner;Collisions_Admitting patient in waiting area;Duration;pos0x;pos0y;pos0z;pos1x;pos1y;pos1z;pos2x;pos2y;pos2z;pos3x;pos3y;pos3z;pos4x;pos4y;pos4z;pos5x;pos5y;pos5z;pos6x;pos6y;pos6z;pos7x;pos7y;pos7z;pos8x;pos8y;pos8z;pos9x;pos9y;pos9z;pos10x;pos10y;pos10z;pos11x;pos11y;pos11z;pos12x;pos12y;pos12z;pos13x;pos13y;pos13z;pos14x;pos14y;pos14z;pos15x;pos15y;pos15z;pos16x;pos16y;pos16z;pos17x;pos17y;pos17z;pos18x;pos18y;pos18z;pos19x;pos19y;pos19z;pos20x;pos20y;pos20z;pos21x;pos21y;pos21z;pos22x;pos22y;pos22z;pos23x;pos23y;pos23z;pos24x;pos24y;pos24z;pos25x;pos25y;pos25z;pos26x;pos26y;pos26z;pos27x;pos27y;pos27z
Physician;monitoring patients;33.65365;3;0;0;0;2;0;0;0;0;1;0;0;30.11258;-12.83708;0.5166667;-35.88845;-13.78967;0.5166667;-33.82773;-14.84114;0.5166667;-33.06133;-15.82629;0.5166667;-31.27908;-16.88221;0.5166667;-29.58892;-18.06504;0.5166667;-27.8971;-19.39888;0.5166667;-25.95333;-20.57198;0.5166667;-24.31781;-19.92574;0.5166667;-22.57981;-18.63927;0.5166667;-20.93506;-17.33749;0.5166667;-19.22531;-16.11794;0.5166667;-17.63608;-16.58531;0.5166667;-16.18908;-18.23307;0.5166667;-14.97493;-19.93993;0.5166667;-14.02036;-21.34369;0.5166667;-15.5057;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-22.08049;0.5166667;-16.011;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.47863;0.5166667;-15.73952;-19.74575;0.5166667;-14.46949
Physician;monitoring patients;31.35653;2;0;0;2;1;0;1;0;0;0;0;0;28.28644;-13.87187;0.5166667;-34.95626;-14.12559;0.5166667;-33.58348;-12.34029;0.5166667;-32.52546;-10.58372;0.5166667;-31.94316;-9.373616;0.5166667;-30.8696;-9.220062;0.5166667;-28.55297;-8.973473;0.5166667;-26.50388;-8.757368;0.5166667;-24.3755;-8.473571;0.5166667;-22.31563;-8.27454;0.5166667;-20.17595;-8.089038;0.5166667;-18.17937;-7.902744;0.5166667;-16.17426;-7.697513;0.5166667;-14.03354;-6.884722;0.5254293;-12.89783;-5.183864;0.5166667;-14.03695;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-6.077149;0.5166667;-13.81596;-8.040032;0.5166667;-13.35867;NaN;NaN;NaN
Physician;monitoring patients;30.5931;14;2;0;2;12;0;0;0;0;0;0;0;28.05503;-13.37437;0.5166667;-35.23365;-14.13906;0.5166667;-33.08212;-12.78583;0.5166667;-32.13161;-10.83922;0.5166667;-31.62152;-9.044681;0.5166667;-30.77659;-7.838846;0.5166667;-28.66832;-6.450923;0.5166667;-27.43369;-5.41;0.5166667;-27.279;-5.532242;0.5166667;-27.00524;-5.145091;0.5166667;-27.51399;-5.340828;0.5166667;-26.96765;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.619762;0.5166667;-27.40619;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.478779;0.5166667;-27.19478;-7.479379;0.5166667;-26.77104;-8.223068;0.5166667;-25.33685;-8.063091;0.5166667;-23.20165;-7.887654;0.5166667;-20.81115;-7.697113;0.5166667;-18.7896;-7.469408;0.5166667;-17.10989;-5.534404;0.5166667;-17.54879;-4.63;0.5166667;-17.914;-4.63;0.5166667;-17.914;NaN;NaN;NaN
Physician;monitoring patients;20.50057;6;6;0;0;0;0;0;0;0;0;0;0;26.862;-13.38712;0.5166667;-35.19778;-14.06998;0.5166667;-33.28163;-12.89492;0.5166667;-32.25647;-10.91435;0.5166667;-31.67451;-8.963352;0.5166667;-30.67706;-9.194525;0.5166667;-28.67004;-9.453236;0.5166667;-26.54642;-9.688543;0.5166667;-24.5083;-10.03056;0.5166667;-22.89956;-11.76205;0.5166667;-23.57239;-13.15972;0.5166667;-25.0215;-13.23;0.5166667;-25.174;-13.29624;0.5166667;-25.36948;-13.23;0.5166667;-25.174;-13.23;0.5166667;-25.174;-13.23;0.5166667;-25.174;-13.23;0.5166667;-25.174;-13.29427;0.5166667;-25.2886;-13.23;0.5166667;-25.174;-13.23;0.5166667;-25.174;-13.23;0.5166667;-25.174;-13.16667;0.5166667;-25.12334;-13.16667;0.5166667;-25.12334;-13.16667;0.5166667;-25.12334;-13.16667;0.5166667;-25.12334;-13.16667;0.5166667;-25.12334;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients;35.05162;2;2;0;0;0;0;0;0;0;0;0;0;26.01914;-13.49944;0.5166667;-34.88164;-14.15554;0.5166667;-32.98196;-12.32005;0.5166667;-32.21414;-10.07284;0.5166667;-31.42589;-9.264563;0.5166667;-30.03041;-9.324941;0.5166667;-27.89194;-9.381506;0.5166667;-25.79546;-9.452353;0.5166667;-23.65766;-9.530152;0.5166667;-21.67857;-9.581343;0.5166667;-19.66548;-9.581841;0.5166667;-17.59702;-9.648997;0.5166667;-15.58679;-9.717365;0.5166667;-13.54027;-9.776972;0.5166667;-11.39405;-10.27405;0.5166667;-9.473404;-11.01966;0.5166667;-7.520686;-10.94092;0.5166667;-5.654224;-9.882799;0.5166667;-3.845626;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients;26.20748;4;0;0;0;0;0;4;0;0;0;0;0;25.00094;-13.55189;0.5166667;-34.73404;-14.23156;0.5166667;-32.7872;-12.22956;0.5166667;-32.61206;-10.22927;0.5166667;-32.88272;-8.08612;0.5166667;-33.23515;-6.221075;0.5166667;-33.87947;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.247248;0.5166667;-34.29841;-5.44285;0.5166667;-34.07221;-5.202804;0.5166667;-34.36667;-5.222492;0.5166667;-34.36667;-6.106955;0.5166667;-33.49955;-8.343735;0.5166667;-32.79292;-8.214817;0.5166667;-30.65501;-8.12817;0.5166667;-28.623;-7.948881;0.5166667;-26.51106;-7.8805;0.5166667;-24.40042;-7.81088;0.5166667;-22.25143;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Resident physician;Patient round;45.19434;7;0;0;5;6;0;0;2;0;0;0;0;30.1123;-13.09;0.5166667;-36.034;-13.95152;0.5166667;-34.11369;-12.94645;0.5166667;-32.60136;-11.05587;0.5166667;-31.84342;-9.242321;0.5166667;-31.00618;-8.188928;0.5166667;-29.23326;-6.600618;0.5166667;-27.53277;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.287988;0.5166667;-27.55287;-5.735307;0.5166667;-27.09599;-5.41;0.5166667;-27.279;-5.142585;0.5166667;-27.147;-6.349076;0.5166667;-26.86667;-8.277699;0.5166667;-26.53694;-8.659323;0.5166667;-24.87799;-9.874114;0.5166667;-23.18455;-11.14506;0.5166667;-21.63287;-12.36698;0.5166667;-19.9665;-13.67331;0.5166667;-18.39313;-14.80393;0.5166667;-16.72518;-16.19251;0.5166667;-15.10483;-17.66033;0.5166667;-13.21742;-19.02101;0.5166667;-11.67397;-20.36627;0.5166667;-10.14858;-21.69182;0.5166667;-8.560956;-23.13231;0.5166667;-7.027614;-23.70967;0.5166667;-4.987691
Resident physician;Patient round;39.88096;10;0;0;10;6;0;0;0;0;0;0;0;28.28615;-13.52805;0.5166667;-34.80114;-14.02738;0.5166667;-32.65549;-12.01879;0.5166667;-31.98718;-10.08523;0.5166667;-31.42968;-8.687916;0.5166667;-30.09525;-7.47754;0.5166667;-28.05101;-5.741494;0.5166667;-27.47043;-5.059318;0.5166667;-27.20951;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.364947;0.5166667;-27.25168;-7.361736;0.5166667;-26.79808;-8.684893;0.5166667;-25.62667;-9.018953;0.5166667;-24.22741;-10.32064;0.5166667;-22.63831;-11.54646;0.5166667;-21.03907;-12.82605;0.5166667;-19.48845;-14.16188;0.5166667;-17.82848;-15.691;0.5166667;-15.98264;-16.95189;0.5166667;-14.32822;-18.26351;0.5166667;-12.7738;-19.56047;0.5166667;-11.20569;-20.92846;0.5166667;-9.596928;-22.32114;0.5166667;-7.960982;NaN;NaN;NaN
Visitor;Supporting family member;34.0363;0;0;0;0;0;19;0;0;0;0;0;0;30.11203;-27.625;0.5166667;-40.324;-25.35744;0.5166667;-39.82038;-23.11789;0.5166667;-39.3736;-21.12039;0.5166667;-38.97519;-19.10869;0.5166667;-38.57965;-17.08535;0.5166667;-38.17045;-16.34112;0.5166667;-36.67418;-16.63033;0.5166667;-34.67454;-16.60384;0.5166667;-32.86656;-15.66556;0.5166667;-31.02522;-16.57275;0.5166667;-29.27061;-17.83262;0.5166667;-27.71066;-19.09788;0.5166667;-26.14404;-20.4177;0.5166667;-24.50004;-20.16312;0.5166667;-23.15708;-18.44434;0.5166667;-22.05764;-17.72016;0.5166667;-22.98181;-17.73856;0.5317268;-24.63885;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.53348;0.5784855;-24.47563;-17.55529;0.5338888;-24.4558;-17.76965;0.5294075;-24.58121;-17.43333;0.7833334;-24.56667
Visitor;Supporting family member;34.72406;0;0;0;0;0;18;0;0;0;0;0;0;26.8617;-26.75553;0.5166667;-40.14635;-24.75991;0.5166667;-39.7386;-22.78832;0.5166667;-39.33575;-20.7658;0.5166667;-38.9225;-18.39282;0.5166667;-38.42613;-16.40996;0.5166667;-38.03818;-16.41558;0.5166667;-36.01155;-16.73273;0.5166667;-33.96967;-16.08808;0.5166667;-31.98623;-15.86084;0.5166667;-30.22741;-17.05292;0.5166667;-28.61512;-18.34735;0.5166667;-26.96465;-19.64232;0.5166667;-25.42562;-20.92499;0.5166667;-23.83973;-19.45819;0.5166667;-22.60662;-18.01529;0.5166667;-21.89564;-17.99404;0.5166667;-23.80394;-17.56667;0.7833334;-24.8;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.56667;0.7833334;-24.8;-17.45894;0.7309544;-24.54339;-17.43333;0.7833334;-24.56667;-17.5537;0.5371407;-24.45725;-17.49345;0.7833332;-24.67187;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;33.81265;0;0;0;0;0;15;0;0;0;0;0;0;23.99375;-26.39746;0.5166667;-40.07318;-24.08306;0.5166667;-39.60029;-22.02062;0.5166667;-39.11631;-19.91691;0.5166667;-38.73026;-17.91821;0.5166667;-38.33327;-16.12679;0.5166667;-37.91857;-16.61832;0.5166667;-36.06689;-16.73056;0.5166667;-34.05949;-16.15511;0.5166667;-32.09213;-15.86441;0.5166667;-30.33951;-17.12387;0.5166667;-28.725;-18.40449;0.5166667;-27.024;-19.65854;0.5166667;-25.45863;-20.9973;0.5166667;-23.90011;-19.44503;0.5166667;-22.67719;-17.98693;0.5166667;-21.79549;-17.87235;0.5166667;-23.43023;-17.56414;0.7833334;-24.79558;-17.53208;0.7833341;-24.73947;-17.48611;0.7833335;-24.65903;-17.43333;0.7833334;-24.56667;-17.43932;0.771084;-24.56123;-17.62476;0.5322849;-24.52335;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
