AgentType;TaskName;Distance;Collisions;Collisions_Medicine distribution;Collisions_Undergoing triage;Collisions_monitoring patients;Collisions_Patient round ;Collisions_Supporting family member;Collisions_Writing report;Collisions_Monitoring patients;Collisions_Wheeling patient on a stretcher;Collisions_Bringing wheelchair;Collisions_Cleaner ;Collisions_Admitting patient in waiting area;Duration;pos0x;pos0y;pos0z;pos1x;pos1y;pos1z;pos2x;pos2y;pos2z;pos3x;pos3y;pos3z;pos4x;pos4y;pos4z;pos5x;pos5y;pos5z;pos6x;pos6y;pos6z;pos7x;pos7y;pos7z;pos8x;pos8y;pos8z;pos9x;pos9y;pos9z;pos10x;pos10y;pos10z;pos11x;pos11y;pos11z;pos12x;pos12y;pos12z;pos13x;pos13y;pos13z;pos14x;pos14y;pos14z;pos15x;pos15y;pos15z;pos16x;pos16y;pos16z;pos17x;pos17y;pos17z;pos18x;pos18y;pos18z;pos19x;pos19y;pos19z;pos20x;pos20y;pos20z;pos21x;pos21y;pos21z;pos22x;pos22y;pos22z;pos23x;pos23y;pos23z;pos24x;pos24y;pos24z;pos25x;pos25y;pos25z;pos26x;pos26y;pos26z;pos27x;pos27y;pos27z;pos28x;pos28y;pos28z;pos29x;pos29y;pos29z;pos30x;pos30y;pos30z;pos31x;pos31y;pos31z;pos32x;pos32y;pos32z;pos33x;pos33y;pos33z;pos34x;pos34y;pos34z;pos35x;pos35y;pos35z;pos36x;pos36y;pos36z;pos37x;pos37y;pos37z
Nurse;Medicine distribution;40.36581;6;2;0;5;0;0;0;0;0;0;0;0;33.83521;-12.67989;0.5166667;-14.43028;-11.895;0.5166667;-16.32767;-12.75229;0.5166667;-16.92516;-13.62697;0.5166667;-18.83693;-14.54729;0.5253943;-20.94959;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-14.81229;0.5166667;-21.47644;-14.1229;0.5166667;-19.46917;-15.42038;0.5166667;-17.70402;-17.07956;0.5166667;-16.12953;-18.69075;0.5166667;-14.47883;-20.33901;0.5166667;-12.95699;-21.96907;0.5166667;-11.38785;-23.47555;0.5166667;-10.0515;-25.13316;0.5166667;-11.20344;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-24.49981;0.5166667;-10.79271;-22.56086;0.5166667;-9.936027;-20.65598;0.5166667;-10.79544;-19.20172;0.5166667;-11.59617;-17.02844;0.5166667;-11.6676;-14.80933;0.5166667;-12.14086;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;42.73571;1;5;0;0;0;0;0;0;0;1;0;0;32.79764;-12.76342;0.5166667;-14.26465;-11.84584;0.5166667;-16.39977;-12.50283;0.5166667;-17.0305;-13.80388;0.5166667;-17.73435;-15.3653;0.5166667;-18.89563;-17.17041;0.5166667;-20.31143;-18.68086;0.5166667;-21.51995;-20.10725;0.5166667;-23.59958;-20.46738;0.5166667;-25.54332;-19.578;0.5166667;-27.82478;-20.0561;0.5166667;-30.01582;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-19.6538;0.5166667;-28.76935;-18.35303;0.5166667;-27.84799;-16.47422;0.5166667;-29.18324;-14.66045;0.5166667;-30.5938;-12.98862;0.5166667;-31.89698;-10.69524;0.5166667;-31.51101;-9.025666;0.5166667;-30.69443;-8.526122;0.5166667;-28.57685;-7.997868;0.5166667;-26.3374;-7.464015;0.5166667;-24.34829;-5.498721;0.5166667;-24.13357;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Patient;Undergoing triage;46.06079;0;0;0;0;0;0;0;0;0;0;0;0;43.86771;-20.585;0.5166667;-43.81;-18.31997;0.5166667;-43.62298;-16.81837;0.5166667;-41.99516;-16.79231;0.5166667;-39.85455;-16.77173;0.5166667;-37.79982;-16.73932;0.5166667;-35.74858;-16.73489;0.5166667;-33.69601;-15.86069;0.5166667;-31.50661;-16.42028;0.5166667;-29.47019;-17.71134;0.5166667;-27.86796;-19.11193;0.5166667;-26.03684;-20.51143;0.5166667;-24.40858;-19.93125;0.5166667;-22.47766;-18.63313;0.5166667;-20.8594;-17.22537;0.5166667;-19.04802;-15.93032;0.5166667;-17.39984;-16.65076;0.5166667;-15.33853;-17.83313;0.5166667;-13.36968;-19.31677;0.5166667;-11.25304;-19.60716;0.5166667;-9.067441;-19.33107;0.5166667;-6.793493;-19.05567;0.5166667;-4.557549;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients;37.32511;4;0;0;10;2;0;0;2;0;0;0;0;43.86736;-13.09;0.5166667;-36.034;-13.68782;0.5166667;-34.01965;-14.99963;0.5166667;-32.41584;-16.26581;0.5166667;-30.71748;-17.74862;0.5166667;-29.29496;-19.13351;0.5166667;-27.87789;-20.02243;0.5177662;-28.80959;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.03485;0.5166667;-30.05093;-19.36497;0.5166667;-27.85882;-17.61294;0.5166667;-28.34581;-15.75739;0.5166667;-29.66376;-13.97044;0.5166667;-31.07139;-12.51707;0.5166667;-31.62206;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;-11.88;0.5333334;-29.474;-10.89335;0.5166667;-30.72924;-9.321024;0.5166667;-31.04922;-9.456492;0.5166667;-28.95572;-9.587837;0.5166667;-26.94614;-9.736381;0.5166667;-24.67341;-10.38539;0.5166667;-22.51702
Physician;monitoring patients;36.79655;8;6;0;8;1;0;0;0;0;0;1;0;41.61761;-13.77065;0.5166667;-34.83059;-13.63973;0.5166667;-32.75725;-11.54853;0.5166667;-32.3096;-9.527449;0.5166667;-31.93872;-7.498869;0.5166667;-31.52699;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.378183;0.8163656;-31.67091;-7.303071;0.5166667;-30.42525;-8.235236;0.5166667;-28.53052;-8.492564;0.5166667;-25.88011;-9.563184;0.5166667;-23.94306;-11.09346;0.5166667;-22.23469;-12.73153;0.5166667;-20.63824;-14.37469;0.5166667;-18.94143;-15.99735;0.5166667;-17.39232;-17.61477;0.5166667;-15.78799;-19.09694;0.5166667;-14.42333;-20.8451;0.519758;-14.70215;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-20.60424;0.5166667;-15.12664;NaN;NaN;NaN
Physician;monitoring patients;28.85437;1;0;0;11;1;0;0;0;0;0;0;0;41.41013;-13.57892;0.5166667;-35.18436;-14.75522;0.5166667;-33.1402;-15.79947;0.5166667;-31.27329;-17.23972;0.5166667;-29.81117;-18.62089;0.5166667;-28.37211;-19.9641;0.5166667;-28.00253;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.09089;0.5166667;-30.12547;-20.35262;0.5166667;-30.15501;-19.41138;0.5166667;-28.36865;-18.63176;0.5166667;-28.14227;-17.26914;0.5166667;-29.94132;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.13686;0.5166667;-30.38345;-16.40461;0.5166667;-30.23839;-15.32439;0.5166667;-32.12698;-14.18212;0.5166667;-34.12433;-13.14065;0.5166667;-35.94543;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;NaN;NaN;NaN
Physician;monitoring patients;45.67783;6;5;0;0;1;0;0;0;0;0;0;0;40.8404;-13.09;0.5166667;-36.034;-13.66335;0.5166667;-33.96702;-14.19213;0.5166667;-33.27748;-12.23795;0.5166667;-32.3714;-10.38809;0.5166667;-31.5876;-9.187235;0.5166667;-30.226;-9.40923;0.5166667;-27.86153;-9.582939;0.5166667;-25.41434;-9.838597;0.5166667;-23.37384;-11.47224;0.5166667;-21.71771;-13.27831;0.5166667;-20.31552;-14.99778;0.5166667;-21.74021;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-14.82021;0.5166667;-21.63355;-12.99312;0.5166667;-20.33698;-10.92883;0.5166667;-19.27392;-9.597764;0.5166667;-17.81941;-9.485226;0.5166667;-15.26008;-9.655944;0.5166667;-12.98384;-9.824323;0.5166667;-10.69471;-10.63367;0.5166667;-8.520502;-11.25463;0.5166667;-6.367528;-10.24253;0.5166667;-4.524374;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;NaN;NaN;NaN
Physician;monitoring patients;57.45179;10;10;0;0;0;0;0;0;0;0;0;0;39.81458;-13.22025;0.5166667;-35.66741;-13.97408;0.5166667;-33.82277;-13.03655;0.5166667;-32.52356;-11.11962;0.5166667;-31.7984;-9.267721;0.5166667;-30.99486;-9.321749;0.5166667;-28.62405;-9.358713;0.5166667;-26.17126;-9.418779;0.5166667;-24.11448;-9.394739;0.5166667;-21.77465;-9.481182;0.5166667;-19.48745;-9.571385;0.5166667;-17.10495;-9.638659;0.5166667;-15.04992;-9.731505;0.5166667;-12.75769;-9.813025;0.5166667;-10.6969;-11.74624;0.5166667;-9.076489;-13.48517;0.5166667;-7.589499;-14.39628;0.5166667;-5.421311;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.54901;0.5329496;-4.100008;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.42006;0.5331861;-4.020006;-14.5668;0.6997399;-3.966667;-14.10425;0.5166667;-6.032773;-13.54222;0.5166667;-8.201654;-11.73281;0.5166667;-9.262691;-10.12695;0.5166667;-10.6841;-9.182643;0.5166667;-12.67467;-8.95452;0.5166667;-14.76011;-8.735533;0.5166667;-16.76204;-8.487868;0.5166667;-19.02611;-8.234558;0.5166667;-21.22373;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients;34.39112;17;14;0;7;0;0;0;0;0;0;3;0;38.62928;-13.09;0.5166667;-36.034;-13.75304;0.5166667;-34.16791;-13.65769;0.5166667;-32.55637;-11.57405;0.5166667;-32.1572;-9.227077;0.5166667;-31.81479;-6.774812;0.5166667;-31.53754;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.470016;0.5311998;-31.79335;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.666103;0.5166667;-30.98333;-8.142984;0.5166667;-29.42592;-7.997222;0.5166667;-27.04099;-7.940847;0.5166667;-24.75435;-7.837302;0.5166667;-22.37311;-7.973674;0.5166667;-20.26775;-7.807858;0.5166667;-17.89286;-7.741081;0.5166667;-15.87845;-7.67018;0.5166667;-13.29873;-6.255128;0.5166667;-13.39962;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.739302;0.5166667;-14.41373;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;-4.715;0.5166667;-14.359;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Resident physician;Patient round ;55.92202;3;0;0;3;27;0;0;0;0;0;0;0;43.86703;-12.81443;0.5166667;-35.9361;-13.4591;0.5166667;-34.21087;-13.89448;0.5166667;-33.776;-13.66046;0.5166667;-32.97612;-11.72886;0.5166667;-32.16309;-9.879126;0.5166667;-31.3823;-8.52776;0.5166667;-29.75336;-7.294198;0.5166667;-27.73805;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.441354;0.5166667;-27.21263;-7.683455;0.5166667;-26.72693;-8.557143;0.5166667;-25.23805;-9.487048;0.5166667;-23.24822;-10.97523;0.5166667;-21.47646;-12.61778;0.5166667;-19.46697;-14.10002;0.5166667;-17.71;-15.51593;0.5166667;-16.08024;-16.90714;0.5166667;-14.36648;-18.35562;0.5166667;-12.5815;-19.81529;0.5166667;-10.87794;-21.28933;0.5166667;-9.100645;-22.62292;0.5166667;-7.589817;-23.62527;0.5166667;-5.295146;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.77322;0.5166667;-4.921611;-23.01131;0.5166667;-7.091818;-22.02599;0.5166667;-8.935597;-20.97947;0.5166667;-10.6562;-19.79591;0.5166667;-12.60211;-18.60736;0.5166667;-14.50955
Resident physician;Patient round ;47.23159;2;0;0;2;27;0;0;0;0;0;0;0;41.61736;-13.41399;0.5166667;-34.7393;-14.50371;0.5166667;-33.57434;-13.18507;0.5166667;-32.76825;-11.29225;0.5166667;-31.96854;-9.361032;0.5166667;-31.16132;-8.300854;0.5166667;-29.41152;-6.999638;0.5166667;-27.48674;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.780505;0.5166667;-26.86667;-8.002562;0.5166667;-26.65395;-8.743243;0.5166667;-24.99421;-9.967323;0.5166667;-23.2511;-11.35518;0.5166667;-21.45298;-12.99056;0.5166667;-19.44557;-14.42334;0.5166667;-17.74812;-15.87116;0.5166667;-15.9611;-17.21799;0.5166667;-14.15189;-18.69097;0.5166667;-12.37062;-20.05721;0.5166667;-10.59402;-21.56217;0.5166667;-8.837831;-22.87347;0.5166667;-7.313666;-23.96068;0.5166667;-5.290524;-24.13455;0.5290005;-4.047869;-23.75147;0.5230057;-4.549404;-23.75098;0.5166667;-3.933333;-24.2283;0.7164875;-4.359036;-23.59122;0.5680696;-4.205684;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.89677;0.5885423;-4.143402;NaN;NaN;NaN
Visitor;Supporting family member;45.03985;0;1;0;0;0;18;0;0;0;0;0;0;43.8667;-27.625;0.5166667;-40.324;-25.36455;0.5166667;-39.82092;-23.05161;0.5166667;-39.35982;-20.98251;0.5166667;-38.90124;-18.95814;0.5166667;-38.55154;-16.96357;0.5166667;-38.14632;-16.37901;0.5166667;-36.56002;-16.70224;0.5166667;-34.21033;-16.09022;0.5166667;-31.9286;-16.05203;0.5166667;-30.16825;-17.44847;0.5166667;-28.25465;-18.8709;0.5166667;-26.46148;-20.35203;0.5166667;-24.60122;-20.04592;0.5166667;-23.13457;-18.14294;0.5166667;-21.8636;-17.92031;0.5166667;-23.13864;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.58521;0.5313118;-24.4286;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.66698;0.5257476;-24.35466;-18.16918;0.5166667;-22.91758;-18.28803;0.5166667;-21.11201;-16.86882;0.5166667;-19.61501;-14.85757;0.5166667;-18.55568;-14.171;0.5166667;-19.91401;-14.8524;0.5166667;-21.87414;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;52.35646;1;0;0;0;0;30;0;0;0;0;0;0;40.84012;-27.625;0.5166667;-40.324;-25.39852;0.5166667;-39.86908;-23.33596;0.5166667;-39.44764;-21.26922;0.5166667;-38.99747;-19.29831;0.5166667;-38.60784;-17.2297;0.5166667;-38.19857;-16.32282;0.5166667;-36.7379;-16.62076;0.5166667;-34.32682;-16.44345;0.5166667;-32.45561;-15.74695;0.5166667;-30.37782;-17.16891;0.5166667;-28.58434;-18.65569;0.5166667;-26.7205;-19.89546;0.5166667;-25.10878;-20.44725;0.5166667;-23.28934;-18.71735;0.5166667;-22.18825;-17.80239;0.5166667;-23.05272;-17.58113;0.756218;-24.78645;-17.56667;0.7833334;-24.8;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.56667;0.7833334;-24.8;-17.57797;0.6895139;-24.6853;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.67218;0.5253818;-24.34954;-18.1323;0.5166667;-22.75302;-18.32855;0.5166667;-20.52516;-17.05874;0.5166667;-18.84928;-15.75111;0.5166667;-17.11363;-16.84504;0.5166667;-15.16383;-17.96949;0.5166667;-13.39771;-19.03237;0.5166667;-11.70035;-19.69627;0.5166667;-10.08672;-19.26177;0.5166667;-7.876875;NaN;NaN;NaN
Visitor;Supporting family member;45.78427;0;0;0;0;0;34;0;0;0;0;0;0;37.75558;-27.36801;0.5166667;-40.27149;-25.39962;0.5166667;-39.8693;-23.38493;0.5166667;-39.45765;-21.05813;0.5166667;-38.98222;-18.62083;0.5166667;-38.47074;-16.60146;0.5166667;-38.07565;-16.42611;0.5166667;-35.90395;-16.78712;0.5166667;-33.64841;-15.87693;0.5166667;-31.51607;-16.02917;0.5166667;-29.78479;-17.49572;0.5166667;-28.02066;-18.72461;0.5166667;-26.39416;-20.40161;0.5166667;-24.51597;-20.06589;0.5166667;-23.09459;-18.28112;0.5166667;-21.9494;-17.90565;0.5166667;-23.41536;-17.56667;0.7833334;-24.8;-17.56667;0.7833334;-24.8;-17.55238;0.7833318;-24.77499;-17.55875;0.5331154;-24.45265;-17.8535;0.5186397;-24.30014;-17.55863;0.7833329;-24.78594;-17.43333;0.7833334;-24.56667;-17.56667;0.7833334;-24.8;-17.43724;0.775335;-24.56311;-17.55975;0.5330476;-24.45175;-17.59083;0.5309283;-24.42349;-17.43333;0.7833334;-24.56667;-17.65466;0.6183518;-24.71751;-18.08766;0.5166667;-23.14854;-18.62118;0.5166667;-21.56863;-19.80832;0.5166667;-23.15745;-20.71248;0.5166667;-25.09121;-19.35096;0.5166667;-26.94162;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;43.14045;0;0;0;0;0;34;0;0;0;0;0;0;34.86294;-26.72826;0.5166667;-40.14077;-24.37071;0.5166667;-39.65906;-22.33442;0.5166667;-39.20583;-20.04435;0.5166667;-38.75407;-17.72911;0.5166667;-38.30146;-16.28034;0.5166667;-37.19373;-16.5194;0.5166667;-35.1836;-16.6657;0.5166667;-32.95621;-15.69276;0.5166667;-31.18371;-16.62631;0.5166667;-29.11035;-17.82802;0.5166667;-27.56919;-19.33338;0.5166667;-25.73308;-20.84448;0.5166667;-24.00962;-19.26778;0.5166667;-22.56952;-17.92474;0.5166667;-22.19133;-18.02218;0.5199091;-24.37296;-17.56667;0.7833334;-24.8;-17.43333;0.7833334;-24.56667;-17.51609;0.6140686;-24.49144;-17.62864;0.528564;-24.39673;-17.43333;0.7833334;-24.56667;-17.65574;0.5320189;-24.56094;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.68262;0.5311821;-24.57199;-17.55323;0.5380905;-24.45767;-17.7931;0.5171373;-24.23961;-17.93356;0.5166667;-22.49034;-18.62443;0.5166667;-20.72754;-16.90683;0.5166667;-19.53404;-14.82983;0.5166667;-18.55172;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;35.06409;0;0;0;0;0;28;0;0;0;0;0;0;31.76968;-25.95815;0.5166667;-39.98342;-23.71565;0.5166667;-39.52522;-21.36698;0.5166667;-39.04281;-19.3897;0.5166667;-38.63996;-17.12383;0.5166667;-38.17786;-16.18181;0.5166667;-37.22964;-16.56155;0.5166667;-34.73206;-16.41746;0.5166667;-32.56164;-16.06693;0.5166667;-30.25221;-17.45636;0.5166667;-28.42097;-18.84505;0.5166667;-26.51347;-20.3647;0.5166667;-24.85433;-19.8001;0.5166667;-22.98286;-18.2541;0.5166667;-21.92365;-17.93494;0.5166667;-23.43069;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.58505;0.5353814;-24.5028;-17.43333;0.7833334;-24.56667;-17.51795;0.6102532;-24.48974;-17.44528;0.7833339;-24.58758;-17.56667;0.7833334;-24.8;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.9754;0.5166667;-24.02465;-18.50261;0.5166667;-23.24637;-18.0477;0.5166667;-22.53273;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;33.68112;0;0;0;0;0;12;0;0;0;0;0;0;28.65351;-27.625;0.5166667;-40.324;-25.69787;0.5166667;-39.93024;-23.43543;0.5166667;-39.41099;-21.44836;0.5166667;-39.02326;-18.94511;0.5166667;-38.53419;-16.67434;0.5166667;-38.08991;-16.46859;0.5166667;-36.05993;-16.75963;0.5166667;-33.78437;-15.92757;0.5166667;-31.66246;-16.40063;0.5166667;-29.72495;-17.72334;0.5166667;-27.85674;-19.13024;0.5166667;-26.10934;-20.54982;0.5166667;-24.33322;-19.8734;0.5166667;-23.03097;-18.05091;0.5166667;-21.82401;-18.0164;0.5166667;-24.05739;-17.56667;0.7833334;-24.8;-17.56667;0.7833334;-24.8;-17.56667;0.7833334;-24.8;-17.57877;0.7606373;-24.78865;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Shift nurse;Writing report;47.41409;3;3;0;0;0;0;0;0;0;0;0;0;43.86639;-13.22;0.5166667;-13.119;-12.41292;0.5166667;-15.1944;-11.78698;0.5166667;-17.3627;-11.66525;0.5166667;-19.39399;-10.854;0.5166667;-21.28176;-10.01464;0.5166667;-23.11672;-9.46153;0.5166667;-25.08926;-8.936054;0.5166667;-27.40526;-8.385672;0.5166667;-29.65669;-7.952755;0.5166667;-31.66829;-7.170185;0.5166667;-33.60394;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.475569;0.5166667;-34.32232;-7.348235;0.5166667;-33.21548;-8.436986;0.5166667;-31.41649;-8.815202;0.5166667;-29.17782;-9.224438;0.5166667;-26.9015;-9.576722;0.5166667;-24.87181;-10.17652;0.5166667;-22.41408;-11.10212;0.5166667;-20.39454;-11.84492;0.5166667;-18.24496;-12.00255;0.5166667;-15.88977;-12.8293;0.5166667;-13.77203;-13.22;0.5166667;-13.119;-13.22;0.5166667;-13.119;-13.22;0.5166667;-13.119;-13.22;0.5166667;-13.119;-13.34079;0.5166667;-12.97423;-13.36401;0.5166667;-13.27795;-13.22;0.5166667;-13.119
Head of the ED;Monitoring patients;46.93127;14;6;0;2;0;0;0;0;0;0;6;0;43.86611;-13.35471;0.5166667;-36.12804;-13.98728;0.5166667;-34.03572;-12.98914;0.5166667;-32.53835;-11.01816;0.5166667;-31.79876;-9.167102;0.5166667;-30.92496;-8.678428;0.5166667;-28.97625;-8.14145;0.5166667;-26.89771;-7.584646;0.5166667;-24.59741;-5.540505;0.5166667;-24.11643;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.346075;0.5166667;-24.05218;-7.542968;0.5166667;-24.71293;-8.09007;0.5166667;-26.31643;-7.801889;0.5166667;-28.71394;-7.388431;0.5166667;-30.92748;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.400001;0.9;-31.7;-6.438426;0.6789066;-31.6231;-7.842212;0.5166667;-29.95372;-8.219227;0.5166667;-27.98777;-8.562852;0.5166667;-25.43134;-9.866884;0.5166667;-23.60805;-11.51865;0.5166667;-21.91302;-13.17683;0.5166667;-20.34764;-14.77163;0.5166667;-21.44075;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-14.79051;0.5166667;-21.45597;-14.1205;0.5166667;-19.41131
