AgentType;TaskName;Distance;Collisions;Collisions_Medicine distribution;Collisions_Undergoing triage;Collisions_monitoring patients;Collisions_Patient round ;Collisions_Supporting family member;Collisions_Writing report;Collisions_Monitoring patients;Collisions_Wheeling patient on a stretcher;Collisions_Bringing wheelchair;Collisions_Cleaner;Collisions_Admitting patient in waiting area;Duration;pos0x;pos0y;pos0z;pos1x;pos1y;pos1z;pos2x;pos2y;pos2z;pos3x;pos3y;pos3z;pos4x;pos4y;pos4z;pos5x;pos5y;pos5z;pos6x;pos6y;pos6z;pos7x;pos7y;pos7z;pos8x;pos8y;pos8z;pos9x;pos9y;pos9z;pos10x;pos10y;pos10z;pos11x;pos11y;pos11z;pos12x;pos12y;pos12z;pos13x;pos13y;pos13z;pos14x;pos14y;pos14z;pos15x;pos15y;pos15z;pos16x;pos16y;pos16z;pos17x;pos17y;pos17z;pos18x;pos18y;pos18z;pos19x;pos19y;pos19z;pos20x;pos20y;pos20z;pos21x;pos21y;pos21z;pos22x;pos22y;pos22z;pos23x;pos23y;pos23z;pos24x;pos24y;pos24z;pos25x;pos25y;pos25z;pos26x;pos26y;pos26z;pos27x;pos27y;pos27z;pos28x;pos28y;pos28z;pos29x;pos29y;pos29z;pos30x;pos30y;pos30z;pos31x;pos31y;pos31z;pos32x;pos32y;pos32z;pos33x;pos33y;pos33z;pos34x;pos34y;pos34z;pos35x;pos35y;pos35z;pos36x;pos36y;pos36z;pos37x;pos37y;pos37z;pos38x;pos38y;pos38z;pos39x;pos39y;pos39z;pos40x;pos40y;pos40z;pos41x;pos41y;pos41z;pos42x;pos42y;pos42z;pos43x;pos43y;pos43z
Nurse;Medicine distribution;44.58143;4;3;0;2;0;1;0;0;0;0;0;0;40.40305;-12.725;0.5166667;-14.4182;-11.89063;0.5166667;-16.21674;-12.5489;0.5166667;-16.96771;-14.06584;0.5166667;-17.92997;-15.93286;0.5166667;-19.34632;-17.6129;0.5166667;-20.65979;-19.27807;0.5166667;-22.44864;-20.4453;0.5166667;-24.07986;-21.78472;0.5588434;-25.93693;-22.4012;0.5166667;-27.79103;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-21.82555;0.5166667;-26.36396;-20.60807;0.5166667;-24.20332;-19.18691;0.5166667;-22.40207;-17.94206;0.5166667;-20.82143;-16.1637;0.5166667;-19.47436;-14.33945;0.5166667;-18.37854;-14.39992;0.5166667;-20.46556;-15.45391;0.5166667;-22.41186;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.49731;0.5166667;-22.1305;-15.44126;0.5166667;-22.07133;-14.12256;0.5166667;-20.25076;-13.2809;0.5166667;-18.08488;-12.0131;0.5166667;-16.1131;-12.4948;0.5166667;-14.16366;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;48.651;0;0;0;0;0;0;0;0;0;0;0;0;39.38353;-14.3352;0.5166667;-12.59384;-16.48072;0.5166667;-11.57647;-18.58117;0.5166667;-11.58788;-20.82051;0.5166667;-11.07374;-22.81593;0.5166667;-10.32386;-24.81592;0.5166667;-10.70233;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-25.715;0.5166667;-11.96;-24.71645;0.5166667;-11.00152;-22.86089;0.5166667;-9.846694;-20.7912;0.5166667;-9.366425;-18.32159;0.5166667;-8.823194;-16.00421;0.5166667;-8.298265;-14.03327;0.5166667;-7.871676;-11.84089;0.5166667;-7.366667;-11.12947;0.5166667;-7.369898;-11.11587;0.5166667;-5.825752;-9.897346;0.5166667;-3.858757;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-10.19447;0.5166667;-4.651437;-11.36229;0.5166667;-6.609881;-12.77147;0.5166667;-8.10076;-14.97291;0.5166667;-8.682539;-17.08902;0.5166667;-9.24276;-19.11204;0.5166667;-10.18313;-19.29662;0.5166667;-11.84032;-16.89865;0.5166667;-11.68072;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Patient;Undergoing triage;48.15155;0;0;0;0;0;0;0;0;0;0;0;0;50.46237;-20.585;0.5166667;-43.81;-18.26132;0.5166667;-43.61014;-16.40339;0.5166667;-42.15871;-14.75256;0.5166667;-40.80634;-13.15258;0.5166667;-39.51205;-11.47758;0.5166667;-38.17922;-9.912883;0.5166667;-36.89729;-9.077214;0.5166667;-34.83796;-9.149526;0.5166667;-32.45901;-9.211287;0.5166667;-30.42786;-9.209751;0.5166667;-27.96954;-9.287436;0.5166667;-25.74365;-9.369262;0.5166667;-23.40063;-9.44369;0.5166667;-21.26939;-9.52985;0.5166667;-18.80228;-9.599855;0.5166667;-16.79769;-9.679814;0.5166667;-14.50814;-9.749873;0.5166667;-12.50205;-9.926873;0.5166667;-10.42656;-11.66561;0.5166667;-9.044477;-13.49742;0.5166667;-7.577337;-14.49558;0.5166667;-5.499292;-14.46667;0.9;-3.966667;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients;61.96406;3;0;0;0;2;0;0;1;0;0;0;0;50.46211;-12.83653;0.5166667;-35.88814;-13.55756;0.5166667;-33.91475;-15.04702;0.5166667;-32.80442;-15.96996;0.5166667;-30.99023;-17.04008;0.5166667;-29.1997;-18.23022;0.5166667;-27.55309;-19.42879;0.5166667;-25.83324;-20.83434;0.5166667;-23.94244;-19.84388;0.5166667;-22.02358;-18.44802;0.5166667;-20.54844;-16.95611;0.5166667;-18.68695;-15.65724;0.5166667;-16.89022;-17.44843;0.5166667;-15.38593;-19.10123;0.5166667;-14.03836;-20.98699;0.5166667;-12.45665;-22.60344;0.5166667;-12.47839;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-24.31;0.5166667;-13.709;-22.9545;0.5166667;-12.99824;-20.96895;0.5166667;-12.08341;-19.398;0.5166667;-13.52797;-17.94502;0.5166667;-15.24853;-16.44493;0.5166667;-17.00776;-16.31901;0.5166667;-18.83123;-17.57127;0.5166667;-20.39039;-18.95534;0.5166667;-22.14375;-20.34911;0.5166667;-23.98095;-20.3262;0.5166667;-25.81774;-18.89543;0.5166667;-27.64054;-17.55537;0.5166667;-29.53648;-17.69511;0.5166667;-30.80403;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669;-17.29521;0.5166667;-32.16669
Physician;monitoring patients;49.48611;15;9;0;8;5;1;0;0;0;0;0;0;48.17791;-13.54881;0.5166667;-34.74271;-13.78811;0.5166667;-32.75718;-11.88317;0.5166667;-31.97881;-9.912853;0.5166667;-31.38784;-8.822719;0.5166667;-29.83355;-8.358127;0.5166667;-27.86431;-7.760219;0.5166667;-25.48761;-6.666105;0.5166667;-24.03373;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-5.395;0.5166667;-24.139;-6.161387;0.5166667;-23.439;-8.234828;0.5166667;-23.00857;-8.552357;0.5166667;-20.36834;-8.849244;0.5166667;-18.15493;-9.04206;0.5166667;-16.11324;-9.417625;0.5166667;-13.61263;-9.750166;0.5166667;-11.27067;-10.79024;0.5166667;-9.679348;-12.49023;0.5166667;-8.254381;-14.36687;0.5166667;-6.946774;-14.41548;0.5166667;-4.742129;-14.47461;0.8543433;-3.954756;-14.46667;0.9;-3.966667;-14.60519;0.6217308;-3.968121;-14.46667;0.9;-3.966667;-14.29144;0.5166667;-4.108881;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.62002;0.5166667;-5.22487;-15.22988;0.5166667;-7.371045;-16.6239;0.5166667;-8.766619;-18.67749;0.5166667;-9.915726;NaN;NaN;NaN
Physician;monitoring patients;49.44158;6;6;0;8;0;0;0;0;0;0;0;0;47.95804;-13.50487;0.5166667;-35.33831;-14.64929;0.5166667;-33.33683;-15.67505;0.5166667;-31.50775;-17.02893;0.5166667;-29.97234;-18.43313;0.5166667;-28.47869;-19.91754;0.5166667;-27.10381;-21.57654;0.5166667;-25.44008;-22.16704;0.5166667;-26.67196;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-22.23334;0.5166667;-27.96667;-21.79459;0.5166667;-26.23941;-20.79328;0.5166667;-24.19745;-19.27383;0.5166667;-22.05968;-17.97894;0.5166667;-20.24018;-16.72593;0.5166667;-18.47749;-15.81553;0.5166667;-16.37955;-17.04146;0.5166667;-14.42158;-18.21518;0.5166667;-12.78178;-19.46032;0.5166667;-11.03969;-18.60164;0.5166667;-9.520228;-16.70423;0.5166667;-8.229632;-14.76082;0.5166667;-6.976927;-14.57967;0.5166667;-4.718002;-14.46302;0.8899662;-3.966667;-14.2843;0.523791;-3.992301;-14.39179;0.6940783;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.22927;0.5166667;-5.290818;-13.87202;0.5166667;-7.645813;NaN;NaN;NaN
Physician;monitoring patients;70.28222;7;2;0;0;5;0;0;0;0;0;0;0;47.39219;-13.09;0.5166667;-36.034;-14.22581;0.5166667;-34.0602;-15.24126;0.5166667;-32.29558;-16.25056;0.5166667;-30.48293;-17.41591;0.5166667;-28.81868;-18.56247;0.5166667;-27.15617;-19.92683;0.5166667;-25.22846;-20.84571;0.5166667;-23.38228;-19.54716;0.5166667;-21.81939;-18.018;0.5166667;-19.90459;-16.59346;0.5166667;-18.1925;-16.21354;0.5166667;-16.283;-17.48592;0.5166667;-14.57164;-18.95882;0.5166667;-12.59058;-20.15559;0.5166667;-10.98091;-21.52249;0.5166667;-9.142429;-22.71999;0.5166667;-7.537331;-23.57264;0.5166667;-5.648525;-23.8847;0.7847773;-4.183449;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.78247;0.5293943;-4.0097;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.91574;0.5166667;-5.219634;-22.98719;0.5166667;-7.29181;-21.64211;0.5166667;-9.18089;-20.51291;0.5166667;-10.86233;-19.18493;0.5166667;-12.64884;-17.96408;0.5166667;-14.55963;-16.71898;0.5166667;-16.41199;-15.9797;0.5166667;-18.36478;-17.39319;0.5166667;-20.14651;-18.79648;0.5166667;-21.92089;-20.16825;0.5166667;-23.73732;-20.4866;0.5166667;-25.48648;-19.13441;0.5166667;-27.35885;-17.88182;0.5166667;-29.0879;-17.31194;0.5166667;-31.03741;NaN;NaN;NaN
Physician;monitoring patients;48.46285;0;0;0;1;0;0;0;0;0;0;0;0;46.36495;-13.28566;0.5166667;-35.69399;-14.3011;0.5166667;-33.92937;-15.32752;0.5166667;-32.14566;-16.34753;0.5166667;-30.42128;-17.49813;0.5166667;-28.75699;-18.82765;0.5166667;-26.74308;-20.21547;0.5166667;-24.81034;-20.35271;0.5166667;-23.08286;-18.89693;0.5166667;-21.20588;-17.4906;0.5166667;-19.35365;-16.03048;0.5166667;-17.52058;-16.512;0.5166667;-15.7295;-17.82662;0.5166667;-13.64004;-18.88391;0.5166667;-11.95781;-19.76517;0.5166667;-9.936128;-19.5685;0.5166667;-7.938475;-19.3604;0.5166667;-5.826694;-19.12386;0.5332753;-4.189254;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.28954;0.5166667;-5.479738;-19.60669;0.5166667;-7.769763;-19.85593;0.5166667;-9.978442;-20.174;0.5166667;-11.97874;-20.60939;0.5166667;-14.11777;-21.85032;0.5166667;-16.06697;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;-21.885;0.5166667;-16.114;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients;45.24549;3;0;0;1;0;3;0;0;0;0;0;0;45.19067;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.35268;0.5166667;-35.47984;-14.60519;0.5166667;-33.35257;-15.62288;0.5166667;-31.6241;-16.8688;0.5166667;-29.70436;-18.00505;0.5166667;-28.05469;-19.19942;0.5166667;-26.32616;-20.44917;0.5166667;-24.49472;-20.05206;0.5166667;-22.58389;-18.44797;0.5166667;-20.56099;-17.02801;0.5166667;-18.77168;-15.79737;0.5166667;-17.1651;-16.89532;0.5166667;-14.93789;-18.15722;0.5166667;-13.0217;-19.25014;0.5166667;-11.2936;-19.90702;0.5166667;-9.407024;-19.4299;0.5166667;-7.120153;-19.60811;0.5166667;-5.281725;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.2;0.5320322;-4.198999;-19.11455;0.5949182;-4.139177;-18.51956;0.5166667;-6.310462;-17.21292;0.5166667;-7.893298;-15.54206;0.5166667;-8.278124;-13.20636;0.5166667;-8.849755;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Resident physician;Patient round ;63.67357;9;3;0;5;11;0;0;1;0;0;0;0;50.46186;-13.09;0.5166667;-36.034;-13.85896;0.5166667;-33.84836;-12.87699;0.5166667;-32.43216;-10.88563;0.5166667;-31.68301;-9.06242;0.5166667;-30.88569;-8.04148;0.5166667;-29.03737;-7.019476;0.5166667;-27.30348;-5.41;0.5166667;-27.279;-5.650509;0.5166667;-27.09986;-5.41;0.5166667;-27.279;-5.418441;0.5166667;-27.19392;-5.555977;0.5166667;-27.59755;-5.925948;0.5166667;-26.86667;-7.990548;0.5166667;-26.59146;-9.220011;0.5166667;-24.45807;-10.45174;0.5166667;-22.87572;-11.88109;0.5166667;-21.08536;-13.13349;0.5166667;-19.51666;-14.45746;0.5166667;-17.8583;-15.84325;0.5166667;-16.12252;-17.27384;0.5166667;-14.29497;-18.88954;0.5166667;-12.28133;-20.25105;0.5166667;-10.53363;-21.42046;0.5166667;-8.901633;-23.00961;0.5166667;-7.165679;-23.78213;0.5166667;-5.101289;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.71313;0.5975662;-4.059174;-24.1538;0.5288129;-4.148083;-24.01602;0.5263366;-4.42562;-23.60875;0.5191658;-4.69575;-23.10608;0.5166667;-6.65771;-22.19477;0.5166667;-8.670459;-20.90554;0.5166667;-10.64229;-19.74911;0.5166667;-12.59814;-18.57298;0.5166667;-14.55029;-17.71842;0.5166667;-16.58527;-19.20482;0.5166667;-18.26466;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.41146;0.5166667;-18.46709;-19.39603;0.5166667;-18.70976;-19.28734;0.5166667;-18.38447
Resident physician;Patient round ;61.52988;17;10;0;7;11;0;0;0;0;0;0;0;48.17761;-13.87256;0.5166667;-34.88044;-13.90152;0.5166667;-33.04323;-11.98296;0.5166667;-32.31703;-10.20533;0.5166667;-31.57993;-8.857216;0.5166667;-30.15899;-7.762938;0.5166667;-28.46435;-5.885647;0.5166667;-27.41572;-5.41;0.5166667;-27.279;-5.123038;0.5166667;-27.19974;-5.388889;0.5166667;-27.49176;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-6.892488;0.5166667;-26.89094;-8.55274;0.5166667;-25.57907;-9.199426;0.5166667;-24.08336;-10.64721;0.5166667;-22.30788;-11.91576;0.5166667;-20.75221;-13.2568;0.5166667;-19.10763;-14.66046;0.5166667;-17.38626;-16.0568;0.5166667;-15.56749;-17.70071;0.5166667;-13.57681;-19.08224;0.5166667;-11.83978;-20.39657;0.5166667;-10.26986;-21.97652;0.5166667;-8.30552;-23.49603;0.5166667;-6.590896;-23.66069;0.5220213;-4.585703;-23.90111;0.5166667;-3.933333;-24.14123;0.6872797;-4.341709;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-23.925;0.7701981;-4.198999;-22.96309;0.5166667;-5.003553;-22.96766;0.5166667;-7.274908;-21.90008;0.5166667;-9.266369;-20.6743;0.5166667;-11.24247;-19.39537;0.5166667;-13.16839;-18.24648;0.5166667;-15.1309;-18.18726;0.5277836;-17.05455;-19.30295;0.5166667;-18.52011;-19.40033;0.5166667;-18.45373;-19.58492;0.5166667;-18.58644;NaN;NaN;NaN
Visitor;Supporting family member;64.30705;0;0;0;1;0;18;0;0;0;0;0;0;50.46161;-27.625;0.5166667;-40.324;-25.31354;0.5166667;-39.80742;-22.99471;0.5166667;-39.34608;-20.90481;0.5166667;-38.87948;-18.87528;0.5166667;-38.5463;-16.81548;0.5166667;-38.11752;-16.46666;0.5166667;-36.51662;-16.67807;0.5166667;-34.1772;-16.24996;0.5166667;-32.06194;-15.74889;0.5166667;-30.32933;-17.23124;0.5166667;-28.41397;-18.6391;0.5166667;-26.68813;-20.12694;0.5166667;-24.88231;-20.25704;0.5166667;-23.23371;-18.38414;0.5166667;-21.95904;-17.80322;0.5166667;-23.12307;-17.51188;0.7833328;-24.70412;-17.43333;0.7833334;-24.56667;-17.56014;0.5332583;-24.45985;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.47026;0.7833335;-24.63129;-17.47919;0.7319064;-24.57529;-17.75837;0.5195051;-24.27118;-18.47756;0.5166667;-22.80764;-18.41305;0.5166667;-23.6618;-18.37185;0.5166667;-23.304;-18.03872;0.5166667;-22.51595;-17.98049;0.5166667;-20.2901;-16.78611;0.5166667;-18.61217;-15.75884;0.5166667;-16.75672;-16.95653;0.5166667;-14.72088;-18.23509;0.5166667;-12.84259;-19.51975;0.5166667;-10.98501;-18.39155;0.5166667;-9.651609;-16.16731;0.5166667;-8.782126;-14.04345;0.5166667;-8.045794;-11.87959;0.5166667;-7.409772;-11.5226;0.5166667;-6.802425;-10.70227;0.5166667;-5.07778;-9.689417;0.5166667;-3.523122
Visitor;Supporting family member;46.53988;1;2;0;0;0;24;0;0;0;0;0;0;47.3919;-27.625;0.5166667;-40.324;-25.39383;0.5166667;-39.86811;-23.39911;0.5166667;-39.46054;-21.37565;0.5166667;-39.01568;-19.38228;0.5166667;-38.62292;-17.33487;0.5166667;-38.21914;-16.33554;0.5166667;-36.79354;-16.64725;0.5166667;-34.40037;-16.40358;0.5166667;-32.49932;-15.76889;0.5166667;-30.3822;-17.14916;0.5166667;-28.63425;-18.60587;0.5166667;-26.79728;-19.93621;0.5166667;-25.13297;-20.73841;0.5166667;-23.15516;-18.93575;0.5166667;-22.28039;-17.62401;0.5166667;-22.28843;-18.10787;0.5166667;-24.23535;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.53196;0.7833345;-24.73926;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-18.1171;0.5166667;-23.70552;-18.153;0.5166667;-21.50884;-17.24852;0.5166667;-19.85862;-15.29417;0.5166667;-18.75039;-13.91751;0.5166667;-19.01995;-14.65654;0.5202239;-21.12755;-15.49731;0.5166667;-22.1305;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;48.7626;0;0;0;0;0;28;0;0;0;0;0;0;44.33494;-27.37103;0.5166667;-40.27211;-25.38047;0.5166667;-39.86539;-23.39812;0.5166667;-39.46034;-21.0477;0.5166667;-38.98498;-18.71639;0.5166667;-38.50577;-16.72591;0.5166667;-38.09662;-16.4307;0.5166667;-36.16052;-16.73748;0.5166667;-33.95898;-15.99012;0.5166667;-31.79626;-16.07558;0.5166667;-29.89045;-17.62591;0.5166667;-27.96937;-18.88559;0.5166667;-26.40844;-20.32408;0.5166667;-24.63044;-20.43373;0.5166667;-23.1604;-18.62555;0.5166667;-22.15408;-17.72585;0.5166667;-22.72579;-17.87956;0.5258518;-24.50667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.65713;0.526408;-24.36322;-17.69967;0.5309109;-24.58821;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.5963;0.5305554;-24.41852;-17.92338;0.5166667;-24.07147;-18.04528;0.5166667;-21.96905;-19.25254;0.5166667;-22.38636;-20.53039;0.5166667;-24.21789;-19.94092;0.5166667;-26.15585;-18.63201;0.5166667;-28.01312;-17.33327;0.5166667;-29.89051;-17.3798;0.5166667;-31.73007;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;50.25457;5;0;0;3;0;33;0;0;0;0;0;0;41.43399;-26.73947;0.5166667;-40.14306;-24.40759;0.5166667;-39.6666;-22.41663;0.5166667;-39.2598;-20.01662;0.5166667;-38.74383;-17.83032;0.5166667;-38.32133;-16.23319;0.5166667;-37.39719;-16.54071;0.5166667;-35.28695;-16.53816;0.5166667;-32.90141;-15.67281;0.5166667;-31.09434;-16.64767;0.5166667;-29.2005;-17.9053;0.5166667;-27.63599;-19.10685;0.5166667;-26.0261;-20.14372;0.5166667;-24.75628;-20.62695;0.5166667;-23.24523;-18.36828;0.5166667;-22.01283;-17.74631;0.5166667;-23.17662;-17.80406;0.5289975;-24.57745;-17.45252;0.7440864;-24.54923;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.46545;0.7176492;-24.53748;-17.71455;0.5286516;-24.53036;-17.49187;0.6635981;-24.51345;-17.44504;0.7833342;-24.58716;-17.43698;0.7833311;-24.57305;-17.55489;0.5347002;-24.45617;-17.55256;0.5394718;-24.45829;-18.17844;0.5166667;-23.06275;-18.38467;0.5166667;-20.83197;-17.24628;0.5166667;-18.99878;-15.76671;0.5166667;-17.19971;-16.82765;0.5166667;-15.26276;-17.97317;0.5166667;-13.3833;-19.26606;0.5166667;-11.60671;-19.50998;0.5166667;-11.05274;-18.91085;0.5166667;-10.15845;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;43.91463;0;0;0;0;0;27;0;0;0;0;0;0;38.36788;-25.93667;0.5166667;-39.97903;-23.75451;0.5166667;-39.53316;-21.37996;0.5166667;-39.00781;-19.28616;0.5166667;-38.60759;-16.86486;0.5166667;-38.12657;-16.43977;0.5166667;-36.53153;-16.70055;0.5166667;-34.25617;-16.35026;0.5166667;-32.3834;-15.6969;0.5166667;-30.48141;-17.07463;0.5166667;-28.73921;-18.44156;0.5166667;-26.88056;-20.09256;0.5166667;-24.90253;-20.55884;0.5166667;-23.31363;-18.80378;0.5166667;-22.2665;-17.76599;0.5166667;-22.89491;-17.70655;0.5230383;-24.31829;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.55953;0.5331426;-24.4548;-17.47455;0.6990256;-24.5292;-17.56667;0.7833334;-24.8;-17.43333;0.7833334;-24.56667;-17.61497;0.5377408;-24.55105;-17.54474;0.7833337;-24.76163;-18.04666;0.5166667;-23.97674;-18.04966;0.5166667;-21.71122;-17.72635;0.5166667;-19.93713;-15.6759;0.5166667;-18.95376;-14.06622;0.5166667;-19.1061;-14.70285;0.5166667;-21.28361;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
