AgentType;TaskName;Distance;Collisions;Collisions_Medicine distribution;Collisions_Undergoing triage;Collisions_monitoring patients ;Collisions_Patient round ;Collisions_Supporting family member;Collisions_Writing report;Collisions_Monitoring patients;Collisions_Wheeling patient on a stretcher;Collisions_Bringing wheelchair;Collisions_Cleaner ;Collisions_Admitting patient in waiting area;Duration;pos0x;pos0y;pos0z;pos1x;pos1y;pos1z;pos2x;pos2y;pos2z;pos3x;pos3y;pos3z;pos4x;pos4y;pos4z;pos5x;pos5y;pos5z;pos6x;pos6y;pos6z;pos7x;pos7y;pos7z;pos8x;pos8y;pos8z;pos9x;pos9y;pos9z;pos10x;pos10y;pos10z;pos11x;pos11y;pos11z;pos12x;pos12y;pos12z;pos13x;pos13y;pos13z;pos14x;pos14y;pos14z;pos15x;pos15y;pos15z;pos16x;pos16y;pos16z;pos17x;pos17y;pos17z;pos18x;pos18y;pos18z;pos19x;pos19y;pos19z;pos20x;pos20y;pos20z;pos21x;pos21y;pos21z;pos22x;pos22y;pos22z;pos23x;pos23y;pos23z;pos24x;pos24y;pos24z
Nurse;Medicine distribution;22.04697;2;0;0;0;0;0;1;0;1;0;0;0;16.99754;-13.22;0.5166667;-13.119;-12.44459;0.5166667;-15.00155;-11.75747;0.5166667;-16.95501;-11.69316;0.5166667;-18.9819;-10.93527;0.5166667;-20.81882;-9.991226;0.5166667;-22.69799;-9.077521;0.5166667;-24.51677;-7.880935;0.5166667;-26.21866;-6.328663;0.5166667;-27.1912;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.745269;0.5166667;-27.11299;-7.86464;0.5166667;-26.69594;-9.135896;0.5166667;-24.63956;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;17.90517;6;4;0;0;0;0;1;5;0;0;0;0;16.13174;-13.11572;0.5166667;-13.37216;-12.32238;0.5166667;-15.29825;-12.06593;0.5166667;-16.97527;-13.25212;0.5166667;-17.28706;-15.24182;0.5166667;-17.102;-17.21898;0.5166667;-16.62342;-18.64478;0.5166667;-17.75575;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-19.40033;0.5166667;-18.45373;-18.19629;0.5166667;-17.55561;-16.38486;0.5166667;-16.47364;-14.7377;0.5166667;-18.22626;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Patient;Undergoing triage;24.62286;2;0;0;0;2;0;0;0;0;0;0;0;27.19403;-20.585;0.5166667;-43.81;-18.46391;0.5166667;-43.71345;-16.85102;0.5166667;-42.50489;-15.18016;0.5166667;-41.15302;-13.22202;0.5166667;-39.56179;-11.60241;0.5166667;-38.25461;-9.987301;0.5166667;-36.9624;-9.03441;0.5166667;-35.0214;-8.61375;0.5166667;-32.96449;-8.189492;0.5166667;-30.8899;-7.769283;0.5166667;-28.82005;-6.79374;0.5166667;-27.32386;-5.41;0.5166667;-27.279;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients ;25.40641;5;0;0;28;3;0;0;2;0;0;0;0;27.19375;-13.09;0.5166667;-36.034;-13.74201;0.5166667;-34.12551;-13.88112;0.5166667;-32.74471;-11.73431;0.5166667;-32.83332;-9.27297;0.5166667;-32.88489;-7.262022;0.5166667;-33.41993;-5.5;0.5166667;-34.36667;-5.219926;0.5166667;-34.26473;-5.5;0.5166667;-34.36667;-5.337294;0.5166667;-34.09459;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-6.156474;0.5166667;-33.47673;-8.194767;0.5166667;-33.41267;-9.801859;0.5166667;-32.98527;-11.71559;0.5166667;-32.81276;-13.6856;0.5166667;-33.32776;-14.28348;0.5166667;-33.73586;-13.27434;0.5166667;-35.62867;-13.09;0.5166667;-36.034
Physician;monitoring patients ;14.90289;0;0;0;21;0;0;0;0;0;0;0;0;25.16476;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-12.942;0.5166667;-36.08739;-12.95244;0.5166667;-35.76999;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.30911;0.5166667;-34.80158;-14.18356;0.5166667;-32.99806;-12.19503;0.5166667;-32.85257;-10.16403;0.5166667;-32.92082;-8.156806;0.5166667;-33.1983;-6.262721;0.5166667;-33.84372;-5.163933;0.5166667;-33.94305;-5.514183;0.5166667;-34.06797;-6.04525;0.5166667;-34.27536;-5.504522;0.5166667;-34.14689;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;NaN;NaN;NaN
Physician;monitoring patients ;23.62917;2;0;0;30;2;0;0;0;0;0;0;0;24.95297;-13.32183;0.5166667;-35.38153;-14.00123;0.5166667;-33.49132;-12.98405;0.5166667;-32.53607;-10.99451;0.5166667;-32.46416;-8.96655;0.5166667;-32.96408;-6.966983;0.5166667;-33.49787;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.801928;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-6.673005;0.5166667;-34.04894;-8.156517;0.5166667;-33.22346;-10.23037;0.5166667;-32.87894;-12.24378;0.5166667;-33.08185;-14.22348;0.5166667;-33.44273;-13.7191;0.5166667;-35.16798;-13.38766;0.5166667;-36.0247;NaN;NaN;NaN
Physician;monitoring patients ;12.37584;0;0;0;23;0;0;0;0;0;0;0;0;24.17453;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.22312;0.5166667;-35.98598;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.09;0.5166667;-36.034;-13.61149;0.5166667;-34.4688;-13.69112;0.5166667;-32.75397;-11.65793;0.5166667;-32.84755;-9.633404;0.5166667;-32.94208;-7.656924;0.5166667;-33.33275;-5.882554;0.5166667;-34.02694;-5.903829;0.5166667;-34.36667;-5.795532;0.5166667;-34.36667;-5.730129;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;NaN;NaN;NaN
Physician;monitoring patients ;21.01593;0;0;0;33;0;0;0;0;0;0;0;0;23.12945;-13.53412;0.5166667;-34.78405;-13.8904;0.5166667;-32.7453;-11.72939;0.5166667;-32.81619;-9.669878;0.5166667;-32.94282;-7.483998;0.5166667;-33.3275;-5.602772;0.5166667;-33.996;-5.492994;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.244989;0.5166667;-34.21309;-5.5;0.5166667;-34.36667;-6.12684;0.5166667;-34.36667;-7.091629;0.5166667;-33.56679;-8.921854;0.5166667;-32.99959;-10.93196;0.5166667;-32.92894;-13.06171;0.5166667;-33.23359;-14.25534;0.5166667;-34.23306;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients ;19.9106;0;0;0;31;0;0;0;0;0;0;0;0;22.05634;-13.60941;0.5166667;-34.52273;-13.88803;0.5166667;-32.77198;-11.78725;0.5166667;-32.80573;-9.655328;0.5166667;-32.94461;-7.597921;0.5166667;-33.3423;-5.721569;0.5166667;-34.17843;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.5;0.5166667;-34.36667;-5.745261;0.5166667;-34.36667;-5.4861;0.5166667;-34.36667;-5.498264;0.5166667;-34.36659;-6.018095;0.5166667;-34.05285;-7.841435;0.5166667;-33.21577;-9.660789;0.5166667;-33.00957;-11.73453;0.5166667;-32.88169;-14.09006;0.5166667;-33.44151;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Resident physician;Patient round ;37.89206;4;0;1;3;5;0;0;0;0;0;0;0;27.19349;-13.36557;0.5166667;-36.1319;-14.02638;0.5166667;-34.22062;-13.64657;0.5166667;-32.39291;-11.6366;0.5166667;-31.8082;-9.201639;0.5166667;-31.17701;-8.196525;0.5166667;-29.35725;-7.198982;0.5166667;-27.55671;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-6.35344;0.5166667;-26.86267;-8.277242;0.5166667;-26.49557;-8.514472;0.5166667;-24.90494;-9.749566;0.5166667;-23.32405;-11.02967;0.5166667;-21.76074;-12.32631;0.5166667;-20.1791;-13.60622;0.5166667;-18.67879;-14.91622;0.5166667;-16.95034;-16.21353;0.5166667;-15.37897;-17.49553;0.5166667;-13.82628;-18.87187;0.5166667;-12.15935;-20.41451;0.5166667;-10.29101
Resident physician;Patient round ;35.09851;3;0;1;2;5;0;0;0;0;0;0;0;25.16444;-13.19114;0.5166667;-34.88357;-14.05948;0.5166667;-33.78555;-12.87303;0.5166667;-32.81437;-10.64269;0.5166667;-31.69411;-8.977034;0.5166667;-30.59718;-7.944267;0.5166667;-28.80908;-6.543357;0.5166667;-27.2437;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.41;0.5166667;-27.279;-5.314787;0.5166667;-27.22454;-7.231222;0.5166667;-26.82299;-8.670462;0.5166667;-25.78666;-8.477989;0.5166667;-24.13981;-9.791403;0.5166667;-22.60418;-11.08335;0.5166667;-21.02142;-12.40067;0.5166667;-19.48925;-13.73199;0.5166667;-17.79343;-15.07092;0.5166667;-16.25737;-16.39405;0.5166667;-14.73958;-17.81454;0.5166667;-13.11011;-19.40666;0.5166667;-11.28375;NaN;NaN;NaN
Visitor;Supporting family member;34.78716;0;0;0;0;0;10;0;0;0;0;0;0;27.19323;-27.625;0.5166667;-40.324;-25.52422;0.5166667;-39.84365;-23.54045;0.5166667;-39.45031;-21.43222;0.5166667;-39.03228;-18.95261;0.5166667;-38.53566;-16.91003;0.5166667;-38.13602;-16.46707;0.5166667;-36.45898;-16.6485;0.5166667;-34.24418;-16.28133;0.5166667;-32.32947;-15.89079;0.5166667;-30.43223;-17.09725;0.5166667;-28.70055;-18.35717;0.5166667;-27.11144;-19.60909;0.5166667;-25.5324;-20.90788;0.5166667;-23.88391;-19.45771;0.5166667;-22.63799;-18.20236;0.5166667;-21.89142;-17.9598;0.5166667;-23.56362;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.5549;0.5346863;-24.45616;-17.56667;0.7833334;-24.8;-17.56667;0.7833334;-24.8;-17.43333;0.7833334;-24.56667;-17.56667;0.7833334;-24.8;-17.43333;0.7833334;-24.56667
Visitor;Supporting family member;33.82779;0;0;0;0;0;10;0;0;0;0;0;0;24.17427;-27.625;0.5166667;-40.324;-26.21913;0.5166667;-40.03675;-24.11337;0.5166667;-39.60648;-21.68151;0.5166667;-39.02322;-19.62763;0.5166667;-38.69474;-17.60028;0.5166667;-38.27924;-16.25973;0.5166667;-37.17199;-16.56525;0.5166667;-35.09487;-16.68126;0.5166667;-33.02589;-15.68844;0.5166667;-31.14044;-16.56287;0.5166667;-29.47816;-17.79904;0.5166667;-27.88675;-19.0891;0.5166667;-26.22595;-20.33749;0.5166667;-24.62125;-20.18551;0.5166667;-23.47312;-18.62229;0.5166667;-22.20833;-17.71383;0.5166667;-22.4173;-18.1;0.5166667;-24.3;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.43333;0.7833334;-24.56667;-17.56069;0.5330916;-24.45475;-17.60275;0.6651323;-24.69372;-17.57029;0.7765507;-24.79661;NaN;NaN;NaN
Visitor;Supporting family member;33.6682;0;0;0;0;0;7;0;0;0;0;0;0;21.16908;-27.625;0.5166667;-40.324;-25.58582;0.5166667;-39.90734;-23.55813;0.5166667;-39.49304;-21.42076;0.5166667;-38.9959;-19.35494;0.5166667;-38.62165;-17.27807;0.5166667;-38.20872;-16.24162;0.5166667;-37.21951;-16.55329;0.5166667;-35.21619;-16.78141;0.5166667;-33.28402;-15.84495;0.5166667;-31.50947;-16.3997;0.5166667;-29.71629;-17.64439;0.5166667;-28.10545;-18.87675;0.5166667;-26.51056;-20.1121;0.5166667;-24.91683;-20.35623;0.5166667;-23.26757;-18.6533;0.5166667;-22.18883;-17.72095;0.5166667;-22.59089;-18.05859;0.5166667;-24.17498;-17.57971;0.7588743;-24.78777;-17.43333;0.7833334;-24.56667;-17.61166;0.5295079;-24.40455;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;32.66587;0;0;0;0;0;3;0;0;0;0;0;0;18.1814;-27.625;0.5166667;-40.324;-25.64543;0.5166667;-39.91953;-23.57077;0.5166667;-39.49562;-21.47816;0.5166667;-39.06903;-19.49133;0.5166667;-38.66263;-17.5171;0.5166667;-38.2588;-16.26335;0.5166667;-37.35937;-16.54324;0.5166667;-35.34332;-16.62819;0.5166667;-33.41184;-15.87184;0.5166667;-31.54453;-16.27166;0.5166667;-29.78072;-17.53666;0.5166667;-28.17366;-18.78645;0.5166667;-26.58593;-20.09453;0.5166667;-24.90149;-20.72107;0.5166667;-23.56411;-19.04598;0.5166667;-22.45513;-17.95469;0.5166667;-22.34771;-17.8056;0.5289334;-24.576;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;27.60463;0;0;0;0;0;0;0;0;0;0;0;0;15.06483;-27.22618;0.5166667;-40.24251;-25.23926;0.5166667;-39.83653;-23.26494;0.5166667;-39.43313;-21.20453;0.5166667;-39.01214;-19.21035;0.5166667;-38.60468;-17.21587;0.5166667;-38.19715;-16.24598;0.5166667;-37.24162;-16.54579;0.5166667;-35.24339;-16.59835;0.5166667;-33.32771;-15.83662;0.5166667;-31.4571;-16.47763;0.5166667;-29.55912;-17.73176;0.5166667;-27.95307;-18.9713;0.5166667;-26.36627;-20.3413;0.5166667;-24.71506;-19.62594;0.5166667;-22.98825;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;22.21919;0;0;0;0;0;0;0;0;0;0;0;0;12.00913;-27.35383;0.5166667;-40.2686;-25.35965;0.5166667;-39.86114;-23.36517;0.5166667;-39.45361;-21.39043;0.5166667;-39.05012;-19.41063;0.5166667;-38.6456;-17.40683;0.5166667;-38.23617;-16.26184;0.5166667;-37.19193;-16.53369;0.5166667;-35.01314;-16.84164;0.5166667;-33.02224;-15.76018;0.5166667;-31.32485;-16.43485;0.5166667;-29.57949;-17.93238;0.5166667;-27.6748;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
