AgentType;TaskName;Distance;Collisions;Collisions_Medicine distribution;Collisions_Undergoing triage;Collisions_monitoring patients ;Collisions_Patient round ;Collisions_Supporting family member;Collisions_Writing report;Collisions_Monitoring patients;Collisions_Wheeling patient on a stretcher;Collisions_Bringing wheelchair;Collisions_Cleaner ;Collisions_Admitting patient in waiting area ;Duration;pos0x;pos0y;pos0z;pos1x;pos1y;pos1z;pos2x;pos2y;pos2z;pos3x;pos3y;pos3z;pos4x;pos4y;pos4z;pos5x;pos5y;pos5z;pos6x;pos6y;pos6z;pos7x;pos7y;pos7z;pos8x;pos8y;pos8z;pos9x;pos9y;pos9z;pos10x;pos10y;pos10z;pos11x;pos11y;pos11z;pos12x;pos12y;pos12z;pos13x;pos13y;pos13z;pos14x;pos14y;pos14z;pos15x;pos15y;pos15z;pos16x;pos16y;pos16z;pos17x;pos17y;pos17z;pos18x;pos18y;pos18z;pos19x;pos19y;pos19z
Nurse;Medicine distribution;19.18515;0;0;0;0;0;0;0;0;0;0;0;0;13.28653;-13.99257;0.5166667;-12.75519;-16.01273;0.5166667;-11.79745;-18.21765;0.5166667;-11.54333;-19.6315;0.5166667;-10.77516;-17.86319;0.5166667;-9.342764;-15.73392;0.5166667;-8.552339;-13.67872;0.5166667;-7.948263;-11.6299;0.5166667;-7.357042;-10.54876;0.5166667;-5.379713;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;-9.689417;0.5166667;-3.523122;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Nurse;Medicine distribution;14.57874;0;0;0;0;0;0;0;0;0;0;0;0;12.2945;-14.8108;0.5166667;-12.36988;-16.93316;0.5166667;-11.43919;-19.35266;0.5166667;-11.68852;-19.07544;0.5166667;-10.25912;-17.2544;0.5166667;-8.815663;-15.54851;0.5166667;-7.521384;-14.47436;0.5166667;-5.843703;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;-14.46667;0.9;-3.966667;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Patient;Undergoing triage;19.23054;0;0;0;0;0;0;0;0;0;0;0;0;23.37741;-20.585;1.716667;-43.81;-18.37907;1.716667;-43.62696;-17.18603;1.716667;-41.99493;-16.91589;1.716667;-39.65735;-16.76956;1.716667;-37.32641;-16.73207;1.716667;-34.99338;-16.23671;1.716667;-33.00703;-14.50175;1.716667;-31.99178;-12.61585;1.716667;-30.76494;-11.73333;2.083333;-29.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients ;11.31909;0;0;0;0;0;0;0;0;0;0;0;0;23.37719;-13.09;1.716667;-36.034;-12.92476;1.716667;-35.02918;-12.71509;1.716667;-35.14781;-13.88864;1.716667;-34.47618;-14.33668;1.716667;-34.96909;-13.98464;1.716667;-35.54537;-14.10972;1.716667;-36.0196;-13.15539;1.716667;-34.93734;-12.83926;1.716667;-34.95086;-12.96551;1.716667;-35.28731;-13.16053;1.716667;-35.97497;-14.0711;1.716667;-35.75533;-13.61021;1.716667;-35.96469;-13.16244;1.716667;-35.96358;-13.31543;1.716667;-35.0691;-13.5426;1.716667;-35.13305;-13.09;1.716667;-36.034;-13.09;1.716667;-36.034;-13.09;1.716667;-36.034;-13.09;1.716667;-36.034
Physician;monitoring patients ;18.06648;0;0;0;1;0;0;0;0;0;0;0;0;21.36173;-13.09;1.716667;-36.034;-13.05082;1.716667;-36.14428;-13.09;1.716667;-36.034;-13.08769;1.716667;-36.06288;-13.16826;1.716667;-37.03572;-12.72007;1.716667;-36.93333;-12.43623;1.716667;-36.72805;-12.57719;1.716667;-35.92927;-12.41388;1.716667;-36.85471;-12.45142;1.716667;-36.64196;-13.53984;1.716667;-34.42759;-13.93396;1.716667;-32.74351;-11.62665;1.716667;-32.7965;-9.498072;1.716667;-32.95914;-7.911607;1.716667;-33.12437;-6.933333;1.716667;-34.02091;-5.5;1.716667;-34.36667;-5.940247;1.716667;-34.30561;-6.506708;1.716667;-34.36667;NaN;NaN;NaN
Physician;monitoring patients ;20.17657;0;0;0;1;0;0;0;0;0;0;0;0;21.12491;-13.97059;1.716667;-36.62273;-14.16906;1.716667;-35.75952;-14.64219;1.716667;-34.07552;-12.94662;1.716667;-32.99613;-10.71829;1.716667;-32.92949;-8.477468;1.716667;-33.10232;-6.565946;1.716667;-33.74213;-5.5;1.716667;-34.36667;-4.480525;1.716667;-34.34253;-4.498522;1.716667;-34.36667;-4.676651;1.716667;-34.00237;-5.227027;1.716667;-33.47762;-5.564378;1.716667;-33.35132;-5.50606;1.716667;-34.33644;-5.661269;1.716667;-34.36667;-5.300812;1.716667;-34.36667;-4.182049;1.716667;-34.36618;-4.62392;1.716667;-33.3983;-6.113021;1.716667;-33.0078;NaN;NaN;NaN
Physician;monitoring patients ;19.73169;0;0;0;1;0;0;0;0;0;0;0;0;20.37718;-13.09;1.716667;-36.034;-13.61649;1.716667;-34.55223;-14.16559;1.716667;-32.52494;-11.8741;1.716667;-32.65293;-9.672606;1.716667;-32.89211;-7.41304;1.716667;-33.37731;-5.664579;1.716667;-34.21879;-4.567303;1.716667;-33.95515;-4.186376;1.716667;-33.36655;-5.155203;1.716667;-33.40985;-6.146223;1.716667;-33.52364;-6.09268;1.716667;-34.25839;-6.492501;1.716667;-34.36494;-6.516031;1.716667;-34.36667;-6.266798;1.716667;-34.36667;-6.120039;1.716667;-34.36667;-4.844599;1.716667;-34.36667;-4.923085;1.716667;-34.36667;-5.5;1.716667;-34.36667;NaN;NaN;NaN
Physician;monitoring patients ;16.89652;0;0;0;1;0;0;0;0;0;0;0;0;19.30116;-13.2759;1.716667;-35.34147;-13.80972;1.716667;-33.76667;-13.93287;1.716667;-33.96585;-13.1385;1.716667;-32.75706;-10.88333;1.716667;-32.87733;-8.82531;1.716667;-33.09743;-6.690991;1.716667;-33.59742;-5.5;1.716667;-34.36667;-5.5;1.716667;-34.36667;-5.614635;1.716667;-34.36667;-5.144139;1.716667;-34.36667;-5.473833;1.716667;-34.36667;-4.518334;1.716667;-34.36667;-5.215955;1.716667;-34.22115;-4.924813;1.716667;-33.76963;-4.914073;1.716667;-33.53204;-5.65554;1.716667;-33.27154;-7.12087;1.716667;-33.40154;NaN;NaN;NaN;NaN;NaN;NaN
Physician;monitoring patients ;14.89606;0;0;0;0;0;0;0;0;0;0;0;0;18.34061;-13.02992;1.716667;-35.01657;-13.17852;1.716667;-35.05035;-13.09;1.716667;-36.034;-13.09;1.716667;-36.034;-13.10482;1.716667;-36.01081;-13.52977;1.716667;-35.98806;-13.14773;1.716667;-36.2878;-13.59178;1.716667;-36.89122;-13.09;1.716667;-36.034;-12.60282;1.716667;-36.10059;-12.45587;1.716667;-36.61677;-13.08343;1.716667;-36.06212;-12.7755;1.716667;-34.80548;-14.49693;1.716667;-33.67589;-12.78056;1.716667;-32.99742;-10.7333;1.716667;-32.93081;-8.779727;1.716667;-33.1153;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Resident physician;Patient round ;27.08502;0;0;0;0;0;0;0;0;0;0;0;0;23.37699;-13.99348;1.716667;-36.35496;-14.03395;1.716667;-34.86394;-13.67517;1.716667;-32.76007;-11.53916;1.716667;-31.96047;-8.919859;1.716667;-31.67395;-7.985839;1.716667;-29.83354;-7.371561;1.716667;-27.66472;-5.510516;1.716667;-27.29836;-5.41;1.716667;-27.279;-5.41;1.716667;-27.279;-5.41;1.716667;-27.279;-5.41;1.716667;-27.279;-5.348573;1.716667;-27.25081;-6.412731;1.716667;-26.79338;-7.271504;1.716667;-26.7213;-8.394766;1.716667;-25.95649;-9.255904;1.716667;-23.96929;-10.7113;1.716667;-22.18307;-12.00971;1.716667;-20.59809;-13.45943;1.716667;-18.86294
Resident physician;Patient round ;20.1118;0;0;0;0;0;0;0;0;0;0;0;0;21.36143;-14.91369;1.716667;-36.48637;-14.58356;1.716667;-36.75116;-14.2371;1.716667;-35.77319;-14.09794;1.716667;-35.94206;-14.14416;1.716667;-36.55287;-14.4569;1.716667;-36.97691;-14.033;1.716667;-35.45679;-13.95912;1.716667;-33.30661;-12.1825;1.716667;-32.18282;-9.98274;1.716667;-31.41308;-8.264352;1.716667;-29.8736;-7.666667;1.716667;-29.12998;-7.321344;1.716667;-27.60866;-5.430635;1.716667;-27.28226;-4.848208;1.716667;-27.27836;-4.84226;1.716667;-27.33499;-5.378531;1.716667;-27.27631;-4.790117;1.716667;-27.23192;-5.41;1.716667;-27.279;NaN;NaN;NaN
Visitor;Supporting family member;33.45749;0;0;0;0;0;3;0;0;0;0;0;0;23.37678;-27.625;1.716667;-40.324;-25.36854;1.716667;-39.8531;-23.2168;1.716667;-39.416;-20.94134;1.716667;-38.95421;-18.65174;1.716667;-38.48884;-16.41103;1.716667;-38.06605;-16.49333;1.716667;-35.94465;-16.73746;1.716667;-33.95428;-16.02385;1.716667;-31.85089;-16.12936;1.716667;-29.90053;-17.50699;1.716667;-27.99693;-19.08667;1.716667;-26.10138;-20.55125;1.716667;-24.34715;-19.79082;1.716667;-22.77832;-18.03728;1.716667;-21.8368;-17.90969;1.716667;-23.47209;-17.44688;1.97009;-24.57153;-17.43333;1.983333;-24.56667;-17.43333;1.983333;-24.56667;-17.43333;1.983333;-24.56667
Visitor;Supporting family member;32.60127;0;0;0;0;0;3;0;0;0;0;0;0;20.37695;-27.625;1.716667;-40.324;-26.08431;1.716667;-40.0092;-23.84346;1.716667;-39.55134;-21.4561;1.716667;-39.01943;-19.2247;1.716667;-38.59487;-16.93953;1.716667;-38.23538;-16.53588;1.716667;-36.79268;-16.62656;1.716667;-34.519;-16.45849;1.716667;-32.44222;-15.76167;1.716667;-30.46077;-17.28011;1.716667;-28.51585;-18.69206;1.716667;-26.71505;-20.08084;1.716667;-24.90821;-20.57861;1.716667;-23.33766;-18.7297;1.716667;-22.22602;-17.78097;1.716667;-23.1095;-17.5144;1.868539;-24.55355;-17.43333;1.983333;-24.56667;-17.43333;1.983333;-24.56667;NaN;NaN;NaN
Visitor;Supporting family member;30.79871;0;0;0;0;0;0;0;0;0;0;0;0;17.35896;-27.3807;1.716667;-40.27409;-25.15471;1.716667;-39.81926;-22.94051;1.716667;-39.36684;-20.89856;1.716667;-38.90615;-18.73485;1.716667;-38.49949;-16.55513;1.716667;-38.06753;-16.42994;1.716667;-36.12336;-16.80354;1.716667;-33.65751;-16.19363;1.716667;-31.84728;-15.99698;1.716667;-30.06456;-17.33122;1.716667;-28.38869;-18.64332;1.716667;-26.71294;-20.18949;1.716667;-24.79823;-20.69974;1.716667;-23.1433;-18.85547;1.716667;-22.25136;-17.79144;1.716667;-22.49664;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;26.47463;0;0;0;0;0;0;0;0;0;0;0;0;14.1122;-27.32029;1.716667;-40.26174;-25.16201;1.716667;-39.82075;-22.88031;1.716667;-39.29712;-20.59138;1.716667;-38.85496;-18.09405;1.716667;-38.36768;-16.37175;1.716667;-37.47562;-16.54365;1.716667;-35.16923;-16.71401;1.716667;-33.06976;-15.68561;1.716667;-31.1573;-16.9642;1.716667;-29.2139;-17.90314;1.716667;-27.57559;-19.203;1.716667;-25.9897;-20.63747;1.716667;-24.2436;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;19.61582;0;0;0;0;0;0;0;0;0;0;0;0;11.33992;-26.14349;1.716667;-40.02129;-23.72594;1.716667;-39.52733;-21.45093;1.716667;-39.02116;-19.25092;1.716667;-38.59987;-17.12416;1.716667;-38.17792;-16.44123;1.716667;-36.82273;-16.77252;1.716667;-34.41716;-16.17618;1.716667;-32.25033;-15.85246;1.716667;-30.32712;-17.25202;1.716667;-28.54497;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Visitor;Supporting family member;15.4894;0;0;0;0;0;0;0;0;0;0;0;0;8.316591;-27.38123;1.716667;-40.27419;-25.18579;1.716667;-39.82561;-23.06451;1.716667;-39.36932;-20.97333;1.716667;-38.95001;-18.51728;1.716667;-38.45081;-16.25996;1.716667;-38.00872;-16.23934;1.716667;-36.12907;-16.74984;1.716667;-33.92772;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Shift nurse;Writing report;11.92749;0;0;0;0;0;0;0;0;0;0;0;0;23.37658;-13.22;1.716667;-13.119;-13.05705;1.716667;-12.91308;-12.86824;1.716667;-12.68807;-13.30033;1.716667;-12.99314;-13.22;1.716667;-13.119;-13.2916;1.716667;-12.94516;-13.34175;1.716667;-12.82341;-13.22;1.716667;-13.119;-12.99977;1.716667;-13.22271;-13.22;1.716667;-13.119;-13.22;1.716667;-13.119;-13.22;1.716667;-13.119;-13.73312;1.716667;-12.86661;-14.22362;1.716667;-13.20259;-14.11609;1.716667;-13.70782;-12.613;1.716667;-15.13548;-11.52877;1.716667;-17.14195;-11.52536;1.716667;-18.06217;-11.74127;1.716667;-18.7007;-10.90418;1.716667;-20.44615
Head of the ED;Monitoring patients;29.35341;0;0;0;0;0;0;0;0;0;0;0;0;23.37638;-12.60338;1.716667;-35.78085;-14.14469;1.716667;-33.6599;-13.35576;1.716667;-31.79208;-11.44267;1.716667;-30.92987;-9.938588;1.716667;-31.6312;-9.05794;1.716667;-30.53539;-8.488323;1.716667;-28.36096;-8.020868;1.716667;-26.4322;-7.432451;1.716667;-24.48587;-5.480062;1.716667;-24.13882;-5.395;1.716667;-24.139;-5.395;1.716667;-24.139;-5.395;1.716667;-24.139;-5.395;1.716667;-24.139;-5.333372;1.716667;-24.09578;-7.286605;1.716667;-23.46853;-9.259172;1.716667;-22.03104;-11.04424;1.716667;-20.58037;-12.61725;1.716667;-19.23073;-14.38292;1.716667;-17.81044
Paramedic;Wheeling patient on a stretcher;24.78163;0;0;0;0;0;0;0;0;0;0;0;0;23.37617;-5.04;1.716667;-9.874;-6.968759;1.716667;-10.87905;-8.24367;1.716667;-12.50114;-8.831874;1.716667;-14.62994;-9.416858;1.716667;-16.88102;-10.2189;1.716667;-18.88515;-11.94888;1.716667;-19.24592;-12.20904;1.716667;-17.8172;-11.97666;1.716667;-17.12736;-11.14673;1.716667;-16.76534;-11.76492;1.716667;-14.59703;-12.36421;1.716667;-13.66529;-12.81684;1.716667;-13.21789;-13.22;1.716667;-13.119;-13.22;1.716667;-13.119;-13.57799;1.716667;-13.05949;-13.81087;1.716667;-13.07923;-14.11941;1.716667;-13.6218;-13.03253;1.716667;-13.47435;-12.19886;1.716667;-15.58143
Porter;Bringing wheelchair;22.55297;0;0;0;0;0;0;0;0;0;0;0;0;23.37597;-4.563843;1.716667;-10.74539;-5.945142;1.716667;-11.17118;-7.729341;1.716667;-11.17528;-8.496773;1.716667;-13.25358;-9.036128;1.716667;-15.41079;-9.634279;1.716667;-17.60052;-10.61134;1.716667;-19.1834;-10.44016;1.716667;-19.12398;-11.67614;1.716667;-19.09701;-12.19886;1.716667;-18.06637;-11.56743;1.716667;-16.83343;-12.48299;1.716667;-14.80502;-13.09428;1.716667;-14.17399;-13.08568;1.716667;-14.12852;-12.75341;1.716667;-14.02381;-12.57473;1.716667;-13.22627;-12.79655;1.716667;-13.14619;-13.22;1.716667;-13.119;-12.5205;1.716667;-12.51508;-13.2056;1.716667;-13.09182
Cleaning patient areas;Cleaner ;30.44285;0;0;0;0;0;0;0;0;0;0;0;0;23.37577;-25.2455;1.716667;-8.941;-23.3682;1.716667;-10.15238;-21.78156;1.716667;-11.66315;-20.16565;1.716667;-13.22502;-18.52225;1.716667;-14.88575;-16.90542;1.716667;-16.45705;-15.32278;1.716667;-18.07031;-14.01599;1.716667;-19.02046;-12.5588;1.716667;-20.60336;-11.07109;1.716667;-22.27325;-9.440002;1.716667;-23.94873;-8.742673;1.716667;-26.31545;-8.254612;1.716667;-28.31717;-7.695644;1.716667;-29.98307;-6.472662;1.886107;-31.6256;-6.400001;2.1;-31.7;-6.400001;2.1;-31.7;-6.400001;2.1;-31.7;-6.400001;2.1;-31.7;-6.400001;2.1;-31.7
Triage nurse;Admitting patient in waiting area ;33.84151;0;0;0;0;0;0;0;0;0;0;0;0;23.37552;-4.39;1.747499;-39.959;-6.550439;1.720903;-40.40833;-8.700301;1.716667;-40.79323;-10.92167;1.716667;-40.91697;-13.2512;1.716667;-41.06618;-15.21094;1.716667;-41.96833;-17.21842;1.716667;-43.0063;-19.01351;1.716667;-43.88245;-20.585;1.716667;-43.81;-20.585;1.716667;-43.81;-20.585;1.716667;-43.81;-18.47073;1.716667;-43.6484;-16.4534;1.716667;-42.60151;-14.32055;1.716667;-41.59887;-12.37073;1.716667;-40.72979;-10.21894;1.716667;-40.52484;-7.765254;1.716667;-40.28665;-5.376269;1.736802;-40.02221;-4.39;1.747499;-39.959;-4.39;1.747499;-39.959
